"year","fips_state","state_code","state_name","poverty_rate","poverty_rate_moe","poverty_count","poverty_count_moe","poverty_universe","median_hh_income","median_hh_income_moe"
"2004","05","AR","Arkansas",0.156,0.01,424576,27300,2720895,35295,1465
"2005","05","AR","Arkansas",0.172,0.0035,461758,9954,2690032,35041,565
"2006","05","AR","Arkansas",0.173,0.0035,471161,9781,2729099,36627,473
"2007","05","AR","Arkansas",0.176,0.0035,483510,10069,2753934,38239,691
"2008","05","AR","Arkansas",0.173,0.004,479140,11569,2774138,38820,682
"2009","05","AR","Arkansas",0.185,0.004,519026,12214,2806037,37888,599
"2010","05","AR","Arkansas",0.187,0.004,529710,11259,2839786,38413,607
"2011","05","AR","Arkansas",0.193,0.004,550079,11888,2856679,38889,722
"2012","05","AR","Arkansas",0.196,0.004,560928,11894,2865097,40151,485
"2013","05","AR","Arkansas",0.194,0.004,557399,12126,2873346,40605,684
"2014","05","AR","Arkansas",0.187,0.004,539999,11395,2882846,41335,633
"2015","05","AR","Arkansas",0.187,0.004,540733,11977,2887336,42046,472
"2016","05","AR","Arkansas",0.172,0.004,497388,12208,2898653,44406,876
"2017","05","AR","Arkansas",0.163,0.004,475883,11917,2916343,45916,735
"2018","05","AR","Arkansas",0.168,0.005,492306,14053,2925473,47094,693
"2019","05","AR","Arkansas",0.16,0.004,468575,12097,2929084,49020,843
"2020","05","AR","Arkansas",0.152,0.005,448665,13767,2944601,51146,1396
"2021","05","AR","Arkansas",0.16,0.004,471195,12935,2944309,52577,982
"1989","06","CA","California",0.127,0.0085,3749256,252215,,33474,878
"1993","06","CA","California",0.174,0.0095,5428276,290821,,34128,1013
"1995","06","CA","California",0.165,0.0095,5215575,297317,,36767,1057
"1996","06","CA","California",0.167,0.0075,5343610,241210,,38691,1144
"1997","06","CA","California",0.16,0.0075,5195477,242689,,39595,1110
"1998","06","CA","California",0.149,0.007,4917053,231859,32955150,41003,1160
"1999","06","CA","California",0.137,0.006,4562089,213068,33284948,43924,1111
"2000","06","CA","California",0.127,0.005,4304909,170968,33846211,46836,1295
"2001","06","CA","California",0.129,0.005,4418040,181109,34262724,47064,1169
"2002","06","CA","California",0.133,0.0055,4646661,187604,34866022,47323,1256
"2003","06","CA","California",0.137,0.0055,4836106,196177,35219959,48440,1294
"2004","06","CA","California",0.132,0.006,4681645,218000,35468826,49894,1278
"2005","06","CA","California",0.133,0.002,4669056,60947,35121556,53627,318
"2006","06","CA","California",0.131,0.0015,4686706,51177,35675333,56646,234
"2007","06","CA","California",0.124,0.0015,4445392,46013,35768034,59928,292
"2008","06","CA","California",0.133,0.0015,4781201,55492,35984453,61017,235
"2009","06","CA","California",0.142,0.0015,5132640,47953,36202910,58925,271
"2010","06","CA","California",0.158,0.001,5785036,52655,36593422,57664,348
"2011","06","CA","California",0.166,0.002,6121726,56035,36941941,57275,278
"2012","06","CA","California",0.17,0.001,6323433,48519,37303312,58322,350
"2013","06","CA","California",0.168,0.001,6328064,51125,37593095,60185,254
"2014","06","CA","California",0.164,0.001,6253423,49967,38060226,61927,238
"2015","06","CA","California",0.154,0.001,5896255,51538,38398077,64483,392
"2016","06","CA","California",0.144,0.001,5527621,51786,38513333,67715,354
"2017","06","CA","California",0.133,0.001,5164169,52964,38793030,71785,293
"2018","06","CA","California",0.128,0.001,4972955,45844,38818530,75250,316
"2019","06","CA","California",0.118,0.001,4560419,50608,38733501,80423,313
"2020","06","CA","California",0.115,0.002,4419167,61722,38585897,83001,579
"2021","06","CA","California",0.123,0.001,4742405,52406,38481991,84831,539
"1989","08","CO","Colorado",0.117,0.004,381825,12737,,28368,1191
"1993","08","CO","Colorado",0.117,0.0085,428707,32179,,33115,1303
"1995","08","CO","Colorado",0.104,0.005,392938,18538,,37235,1647
"1996","08","CO","Colorado",0.105,0.0085,407576,33411,,38923,2060
"1997","08","CO","Colorado",0.102,0.0095,403410,37639,,40853,1899
"1998","08","CO","Colorado",0.099,0.009,400813,35477,4042184,43402,2016
"1999","08","CO","Colorado",0.089,0.0085,375202,36032,4224816,45557,1491
"2000","08","CO","Colorado",0.089,0.0065,384830,26809,4341448,47505,1840
"2001","08","CO","Colorado",0.087,0.0055,381718,25802,4408629,48483,1503
"2002","08","CO","Colorado",0.095,0.0065,426822,29868,4476876,48060,1735
"2003","08","CO","Colorado",0.1,0.007,451658,30120,4521138,49248,1448
"2004","08","CO","Colorado",0.102,0.008,466804,36897,4586406,50105,1487
"2005","08","CO","Colorado",0.109,0.0025,497763,12939,4549948,50841,529
"2006","08","CO","Colorado",0.116,0.003,539332,12950,4653234,52265,481
"2007","08","CO","Colorado",0.115,0.003,548520,14623,4756240,55517,625
"2008","08","CO","Colorado",0.112,0.003,540845,15363,4835405,57184,611
"2009","08","CO","Colorado",0.126,0.0035,618676,16630,4917085,55735,670
"2010","08","CO","Colorado",0.132,0.003,651744,15467,4934178,54411,685
"2011","08","CO","Colorado",0.134,0.003,669267,14967,5002119,55530,586
"2012","08","CO","Colorado",0.136,0.003,688715,14554,5069069,56880,575
"2013","08","CO","Colorado",0.129,0.003,665351,15130,5151496,58942,771
"2014","08","CO","Colorado",0.121,0.003,632987,15116,5237165,61324,478
"2015","08","CO","Colorado",0.115,0.003,614410,14862,5339619,63945,856
"2016","08","CO","Colorado",0.11,0.002,598378,13361,5420315,65718,621
"2017","08","CO","Colorado",0.103,0.003,566118,13992,5483100,69113,752
"2018","08","CO","Colorado",0.097,0.002,540579,13799,5577050,71949,640
"2019","08","CO","Colorado",0.094,0.003,531331,15091,5637873,77104,775
"2020","08","CO","Colorado",0.09,0.003,511346,17162,5685697,77688,1143
"2021","08","CO","Colorado",0.097,0.002,554126,14091,5696137,82228,781
"1989","09","CT","Connecticut",0.07,0.006,227293,19245,,39548,1444
"1993","09","CT","Connecticut",0.092,0.009,299978,30350,,42102,1550
"1995","09","CT","Connecticut",0.083,0.0065,268933,22497,,43274,1867
"1996","09","CT","Connecticut",0.09,0.0095,292139,31441,,44981,2372
"1997","09","CT","Connecticut",0.089,0.01,291242,32481,,46648,2084
"1998","09","CT","Connecticut",0.087,0.01,283772,33009,3269698,49846,2235
"1999","09","CT","Connecticut",0.075,0.009,249882,29989,3346516,51706,1773
"2000","09","CT","Connecticut",0.073,0.006,243428,20073,3354407,52758,2135
"2001","09","CT","Connecticut",0.071,0.006,239721,20134,3376805,55060,1768
"2002","09","CT","Connecticut",0.078,0.0065,267357,22695,3415138,54543,2026
"2003","09","CT","Connecticut",0.08,0.0065,273051,22536,3429223,56409,1806
"2004","09","CT","Connecticut",0.091,0.0085,314619,29053,3438970,56617,1854
"2005","09","CT","Connecticut",0.083,0.0035,282379,10880,3383915,60840,741
"2006","09","CT","Connecticut",0.083,0.0025,281079,9034,3393426,63352,751
"2007","09","CT","Connecticut",0.079,0.0025,269045,9093,3387526,65969,756
"2008","09","CT","Connecticut",0.091,0.003,308479,10717,3390658,68294,1057
"2009","09","CT","Connecticut",0.093,0.0035,318008,11469,3409906,66906,896
"2010","09","CT","Connecticut",0.101,0.003,348881,10872,3466981,64321,949
"2011","09","CT","Connecticut",0.108,0.003,373284,11852,3471805,65822,801
"2012","09","CT","Connecticut",0.106,0.003,370537,11227,3484176,67275,812
"2013","09","CT","Connecticut",0.107,0.003,373387,11120,3485349,67262,983
"2014","09","CT","Connecticut",0.108,0.003,375281,10886,3485626,70007,788
"2015","09","CT","Connecticut",0.106,0.003,367867,11783,3480915,71333,760
"2016","09","CT","Connecticut",0.099,0.003,342171,11205,3469517,73380,994
"2017","09","CT","Connecticut",0.097,0.004,338651,12291,3482563,74428,1225
"2018","09","CT","Connecticut",0.103,0.003,358519,10806,3468263,76366,882
"2019","09","CT","Connecticut",0.099,0.003,343101,11102,3460456,78920,1281
"2020","09","CT","Connecticut",0.097,0.004,333435,12861,3454806,79723,1212
"2021","09","CT","Connecticut",0.101,0.003,355861,11723,3506220,83628,1086
"1989","10","DE","Delaware",0.094,0.0055,61417,3500,,31606,1194
"1993","10","DE","Delaware",0.111,0.009,78052,6216,,36002,1300
"1995","10","DE","Delaware",0.097,0.0055,69849,3935,,37345,1630
"1996","10","DE","Delaware",0.098,0.009,71563,6684,,39701,2103
"1997","10","DE","Delaware",0.1,0.0095,73868,6954,,41315,1888
"1998","10","DE","Delaware",0.097,0.0095,72696,6894,746861,42662,1904
"1999","10","DE","Delaware",0.094,0.009,71888,7093,765873,45201,1470
"2000","10","DE","Delaware",0.087,0.0065,67374,4902,778813,47812,2075
"2001","10","DE","Delaware",0.084,0.0065,66445,5035,788537,47876,1585
"2002","10","DE","Delaware",0.093,0.007,74526,5523,802257,48096,1927
"2003","10","DE","Delaware",0.09,0.007,73415,5881,814294,48770,1520
"2004","10","DE","Delaware",0.096,0.0085,79844,7021,828029,49545,1512
"2005","10","DE","Delaware",0.103,0.0045,84291,3634,815080,52508,1094
"2006","10","DE","Delaware",0.107,0.005,88749,3814,828661,53714,1111
"2007","10","DE","Delaware",0.103,0.0045,86653,3978,838480,55988,1264
"2008","10","DE","Delaware",0.103,0.0045,87977,4095,850835,58380,1390
"2009","10","DE","Delaware",0.112,0.006,96409,5063,860973,56985,1303
"2010","10","DE","Delaware",0.119,0.005,104456,4737,874333,56172,1154
"2011","10","DE","Delaware",0.126,0.005,111176,4730,882353,58159,1300
"2012","10","DE","Delaware",0.127,0.006,113316,5033,890737,58326,1301
"2013","10","DE","Delaware",0.129,0.006,115774,5807,900322,58244,1514
"2014","10","DE","Delaware",0.13,0.005,118032,4953,909603,59853,1390
"2015","10","DE","Delaware",0.126,0.006,115655,5517,920351,61327,1180
"2016","10","DE","Delaware",0.118,0.005,109592,4850,926860,62112,1320
"2017","10","DE","Delaware",0.13,0.006,121592,5411,934947,64085,1884
"2018","10","DE","Delaware",0.122,0.006,114691,5747,940779,65467,1405
"2019","10","DE","Delaware",0.112,0.006,106227,5718,944966,70348,1493
"2020","10","DE","Delaware",0.109,0.006,104400,6020,961236,71335,2540
"2021","10","DE","Delaware",0.115,0.005,113026,5260,978677,71636,1696
"1989","11","DC","District of Columbia",0.15,0.0065,86780,3614,,29322,1184
"1993","11","DC","District of Columbia",0.204,0.0115,111771,6330,,31422,1222
"1995","11","DC","District of Columbia",0.208,0.017,107616,8755,,33682,1514
"1996","11","DC","District of Columbia",0.219,0.0155,111970,7782,,34436,1994
"1997","11","DC","District of Columbia",0.193,0.0165,96253,8095,,34980,1861
"1998","11","DC","District of Columbia",0.182,0.013,90664,6394,498986,36442,1986
"1999","11","DC","District of Columbia",0.173,0.0145,95123,7836,551208,38654,1336
"2000","11","DC","District of Columbia",0.163,0.012,91435,6738,560501,40606,1825
"2001","11","DC","District of Columbia",0.175,0.0115,97584,6513,556867,41112,1425
"2002","11","DC","District of Columbia",0.172,0.012,95179,6645,551917,40617,1752
"2003","11","DC","District of Columbia",0.175,0.0125,94560,6740,540061,43215,1558
"2004","11","DC","District of Columbia",0.183,0.0135,98309,7146,537943,46211,1519
"2005","11","DC","District of Columbia",0.183,0.0065,93799,3250,513130,48078,1291
"2006","11","DC","District of Columbia",0.181,0.007,99671,3881,551162,51746,993
"2007","11","DC","District of Columbia",0.171,0.0075,95441,4121,559556,54812,1380
"2008","11","DC","District of Columbia",0.169,0.0075,95232,4185,561869,58553,1820
"2009","11","DC","District of Columbia",0.176,0.0095,100489,5524,570114,58906,1292
"2010","11","DC","District of Columbia",0.188,0.009,107279,4920,570954,60729,1177
"2011","11","DC","District of Columbia",0.191,0.009,111906,5117,584583,62087,1655
"2012","11","DC","District of Columbia",0.188,0.009,112719,5423,598151,65231,1553
"2013","11","DC","District of Columbia",0.188,0.009,115096,5456,611783,66326,2081
"2014","11","DC","District of Columbia",0.184,0.009,114790,5823,624323,69992,1617
"2015","11","DC","District of Columbia",0.177,0.009,113185,5870,638024,73115,2033
"2016","11","DC","District of Columbia",0.185,0.01,119778,6187,647652,74093,2213
"2017","11","DC","District of Columbia",0.166,0.008,109502,5397,660640,80153,2021
"2018","11","DC","District of Columbia",0.161,0.009,107806,5973,669029,82533,2347
"2019","11","DC","District of Columbia",0.141,0.009,94985,6293,673036,90395,2169
"2020","11","DC","District of Columbia",0.15,0.01,101959,6633,680439,91957,3572
"2021","11","DC","District of Columbia",0.168,0.009,107307,5881,637501,91072,2902
"1989","12","FL","Florida",0.129,0.0065,1655523,84802,,26589,867
"1993","12","FL","Florida",0.16,0.0085,2220199,112896,,28230,1013
"1995","12","FL","Florida",0.152,0.0065,2183686,93737,,29998,1035
"1996","12","FL","Florida",0.142,0.007,2075160,105980,,31008,1148
"1997","12","FL","Florida",0.144,0.0075,2129825,113325,,32877,1129
"1998","12","FL","Florida",0.136,0.007,2040634,109534,15022569,34757,1188
"1999","12","FL","Florida",0.124,0.007,1939545,109362,15690191,36309,1068
"2000","12","FL","Florida",0.117,0.006,1877399,94484,16002039,38784,1334
"2001","12","FL","Florida",0.126,0.0055,2048082,92432,16306747,37319,1225
"2002","12","FL","Florida",0.128,0.006,2137435,101905,16684871,38226,1270
"2003","12","FL","Florida",0.13,0.006,2219257,102925,17028820,38985,1176
"2004","12","FL","Florida",0.119,0.007,2074997,119265,17434082,40900,1209
"2005","12","FL","Florida",0.128,0.002,2220829,33953,17308815,42437,268
"2006","12","FL","Florida",0.126,0.002,2232534,30992,17686243,45494,245
"2007","12","FL","Florida",0.121,0.0015,2167111,29542,17846784,47804,336
"2008","12","FL","Florida",0.133,0.0015,2375225,33034,17923499,47802,348
"2009","12","FL","Florida",0.15,0.002,2712692,33549,18124831,44755,287
"2010","12","FL","Florida",0.165,0.002,3048621,34207,18436765,44390,319
"2011","12","FL","Florida",0.17,0.002,3178155,39163,18652058,44250,400
"2012","12","FL","Florida",0.172,0.002,3248276,36053,18912451,45006,342
"2013","12","FL","Florida",0.171,0.002,3268130,44239,19129965,46021,307
"2014","12","FL","Florida",0.166,0.002,3231142,43472,19470220,47439,326
"2015","12","FL","Florida",0.158,0.002,3129061,37658,19850025,49416,329
"2016","12","FL","Florida",0.148,0.002,2986237,38840,20191307,50857,241
"2017","12","FL","Florida",0.141,0.002,2901876,41072,20569893,52582,361
"2018","12","FL","Florida",0.137,0.002,2854438,38771,20882673,55433,381
"2019","12","FL","Florida",0.127,0.002,2681832,40823,21048962,59198,440
"2020","12","FL","Florida",0.124,0.003,2642642,54285,21304139,61724,658
"2021","12","FL","Florida",0.132,0.002,2830813,40675,21368601,63054,423
"1989","13","GA","Georgia",0.149,0.0045,951260,29410,,27317,1198
"1993","13","GA","Georgia",0.168,0.009,1174335,63017,,31148,1232
"1995","13","GA","Georgia",0.156,0.0045,1136374,31617,,33623,1479
"1996","13","GA","Georgia",0.153,0.0085,1142810,65818,,33763,1769
"1997","13","GA","Georgia",0.147,0.0095,1113562,72709,,36372,1593
"1998","13","GA","Georgia",0.141,0.0095,1087118,74596,7723470,37826,1766
"1999","13","GA","Georgia",0.127,0.0095,1013862,74972,8008176,39910,1379
"2000","13","GA","Georgia",0.123,0.007,1006329,57267,8201336,42057,1858
"2001","13","GA","Georgia",0.127,0.0075,1058513,61583,8311896,42006,1509
"2002","13","GA","Georgia",0.13,0.0085,1107209,70866,8498449,42359,1810
"2003","13","GA","Georgia",0.134,0.008,1155544,70331,8631783,42421,1525
"2004","13","GA","Georgia",0.137,0.0095,1217686,82465,8874406,42679,1463
"2005","13","GA","Georgia",0.145,0.0025,1271409,23251,8789139,45564,423
"2006","13","GA","Georgia",0.148,0.0025,1340255,21348,9082634,46808,391
"2007","13","GA","Georgia",0.143,0.0025,1329161,21995,9286060,49080,474
"2008","13","GA","Georgia",0.147,0.0025,1388959,23572,9417950,50834,406
"2009","13","GA","Georgia",0.166,0.003,1585116,27032,9535751,47469,409
"2010","13","GA","Georgia",0.18,0.003,1698004,27499,9446940,46252,460
"2011","13","GA","Georgia",0.192,0.003,1836715,29961,9550252,45886,448
"2012","13","GA","Georgia",0.192,0.003,1852459,26407,9652654,47125,375
"2013","13","GA","Georgia",0.19,0.003,1849944,26518,9720922,47765,611
"2014","13","GA","Georgia",0.184,0.003,1802783,27199,9823818,49240,532
"2015","13","GA","Georgia",0.172,0.003,1705831,25747,9943136,51225,369
"2016","13","GA","Georgia",0.161,0.003,1612368,26105,10040187,53468,690
"2017","13","GA","Georgia",0.151,0.003,1536069,32192,10154766,56117,562
"2018","13","GA","Georgia",0.145,0.003,1484439,25785,10238647,58634,694
"2019","13","GA","Georgia",0.135,0.003,1397607,26902,10332525,61950,433
"2020","13","GA","Georgia",0.14,0.004,1465328,36776,10432381,62800,772
"2021","13","GA","Georgia",0.142,0.003,1493837,30248,10529513,66507,705
"1989","15","HI","Hawaii",0.094,0.0085,102808,9045,,35832,1304
"1993","15","HI","Hawaii",0.096,0.0105,110972,12461,,39890,1433
"1995","15","HI","Hawaii",0.099,0.0125,115876,14602,,43973,1952
"1996","15","HI","Hawaii",0.117,0.011,137386,13220,,43677,2294
"1997","15","HI","Hawaii",0.111,0.012,130644,14508,,43627,2005
"1998","15","HI","Hawaii",0.105,0.01,122841,12002,1168123,41627,2506
"1999","15","HI","Hawaii",0.105,0.0095,124495,11131,1187891,44755,2088
"2000","15","HI","Hawaii",0.099,0.0065,118357,7587,1191305,49005,2635
"2001","15","HI","Hawaii",0.104,0.0065,125890,7468,1204882,46535,2264
"2002","15","HI","Hawaii",0.11,0.0065,134683,8387,1228918,47424,2362
"2003","15","HI","Hawaii",0.108,0.007,133365,8574,1233307,48274,2211
"2004","15","HI","Hawaii",0.09,0.009,112437,11325,1245729,51359,2417
"2005","15","HI","Hawaii",0.099,0.004,121756,5110,1233775,56133,1502
"2006","15","HI","Hawaii",0.094,0.004,117811,5210,1252102,60554,1032
"2007","15","HI","Hawaii",0.085,0.0035,106232,4663,1254861,62613,1513
"2008","15","HI","Hawaii",0.093,0.0045,116618,6127,1260600,66701,1638
"2009","15","HI","Hawaii",0.104,0.005,131896,6220,1264182,63741,1319
"2010","15","HI","Hawaii",0.111,0.005,146923,6341,1326381,62774,1274
"2011","15","HI","Hawaii",0.121,0.005,161606,6988,1338541,62071,969
"2012","15","HI","Hawaii",0.118,0.005,159988,6160,1356821,66086,1403
"2013","15","HI","Hawaii",0.112,0.005,153375,6714,1367661,67798,1370
"2014","15","HI","Hawaii",0.115,0.005,158266,6416,1379800,69549,1313
"2015","15","HI","Hawaii",0.107,0.004,149091,5793,1394130,73097,1775
"2016","15","HI","Hawaii",0.095,0.005,132597,7024,1389436,74659,1576
"2017","15","HI","Hawaii",0.095,0.004,132201,5720,1388545,77936,1596
"2018","15","HI","Hawaii",0.09,0.005,124400,6266,1382453,80527,1771
"2019","15","HI","Hawaii",0.09,0.005,124650,6621,1379102,83734,1951
"2020","15","HI","Hawaii",0.089,0.005,121182,7280,1366396,86878,2129
"2021","15","HI","Hawaii",0.109,0.005,152656,6384,1402376,85547,1999
"1989","16","ID","Idaho",0.135,0.0055,135498,5540,,25267,1107
"1993","16","ID","Idaho",0.125,0.0095,142604,11216,,28987,1234
"1995","16","ID","Idaho",0.126,0.0075,149245,9289,,32003,1534
"1996","16","ID","Idaho",0.119,0.0095,144038,11512,,33279,1915
"1997","16","ID","Idaho",0.13,0.01,159237,12320,,33612,1585
"1998","16","ID","Idaho",0.126,0.0095,157351,11990,1251465,35863,1733
"1999","16","ID","Idaho",0.121,0.0095,154304,12294,1271849,36656,1297
"2000","16","ID","Idaho",0.112,0.0065,145043,8424,1293002,37929,1771
"2001","16","ID","Idaho",0.115,0.0065,151614,8511,1314960,38459,1418
"2002","16","ID","Idaho",0.117,0.007,156519,9659,1340189,38242,1712
"2003","16","ID","Idaho",0.117,0.007,160019,9931,1365507,39859,1542
"2004","16","ID","Idaho",0.115,0.0095,160788,13544,1403100,40509,1654
"2005","16","ID","Idaho",0.134,0.0045,186454,5984,1388737,41269,756
"2006","16","ID","Idaho",0.128,0.004,182933,5366,1431508,42846,780
"2007","16","ID","Idaho",0.121,0.0035,177830,5692,1464464,46136,702
"2008","16","ID","Idaho",0.125,0.005,186015,7292,1489050,47561,907
"2009","16","ID","Idaho",0.144,0.005,217528,7664,1511955,44644,860
"2010","16","ID","Idaho",0.158,0.005,244009,7435,1541857,43259,879
"2011","16","ID","Idaho",0.165,0.005,256257,8133,1550079,43345,1132
"2012","16","ID","Idaho",0.16,0.005,250203,7971,1565489,45296,861
"2013","16","ID","Idaho",0.156,0.006,246708,9366,1582907,46621,876
"2014","16","ID","Idaho",0.148,0.005,237604,7521,1603065,47572,1138
"2015","16","ID","Idaho",0.147,0.006,238646,9173,1622106,48311,1030
"2016","16","ID","Idaho",0.138,0.006,228037,9269,1652583,51647,911
"2017","16","ID","Idaho",0.126,0.005,211937,8306,1686488,52280,832
"2018","16","ID","Idaho",0.117,0.004,201804,7744,1723134,55524,875
"2019","16","ID","Idaho",0.11,0.005,193741,8217,1753971,60830,1031
"2020","16","ID","Idaho",0.101,0.005,181197,8443,1793925,62603,1882
"2021","16","ID","Idaho",0.108,0.005,202091,8617,1868388,66318,1650
"1989","17","IL","Illinois",0.119,0.006,1348440,66093,,31846,1028
"1993","17","IL","Illinois",0.134,0.008,1565290,93480,,33592,1087
"1995","17","IL","Illinois",0.113,0.005,1331704,60107,,38078,1325
"1996","17","IL","Illinois",0.12,0.007,1428275,84580,,39490,1510
"1997","17","IL","Illinois",0.113,0.0075,1353506,87437,,41179,1403
"1998","17","IL","Illinois",0.106,0.008,1281425,94439,12057888,43141,1448
"1999","17","IL","Illinois",0.101,0.007,1236644,85571,12198363,45214,1299
"2000","17","IL","Illinois",0.1,0.0055,1227886,64919,12243210,46327,1559
"2001","17","IL","Illinois",0.101,0.0055,1247836,64797,12324141,46991,1323
"2002","17","IL","Illinois",0.113,0.0065,1411869,85994,12443493,44946,1718
"2003","17","IL","Illinois",0.114,0.0065,1426978,80828,12477639,47367,1496
"2004","17","IL","Illinois",0.119,0.0075,1486115,90281,12528129,47711,1410
"2005","17","IL","Illinois",0.12,0.002,1484992,26050,12400423,50270,331
"2006","17","IL","Illinois",0.123,0.002,1536133,23079,12516474,52012,271
"2007","17","IL","Illinois",0.119,0.002,1496152,23997,12541197,54141,363
"2008","17","IL","Illinois",0.122,0.0015,1529235,22085,12568180,56230,361
"2009","17","IL","Illinois",0.133,0.002,1671343,28411,12574339,53974,395
"2010","17","IL","Illinois",0.138,0.002,1732129,24298,12543476,52967,426
"2011","17","IL","Illinois",0.149,0.002,1871484,25987,12566914,53271,498
"2012","17","IL","Illinois",0.147,0.002,1847371,23786,12573692,55126,401
"2013","17","IL","Illinois",0.146,0.002,1841996,26108,12576676,56212,398
"2014","17","IL","Illinois",0.143,0.002,1802337,23384,12571810,57458,423
"2015","17","IL","Illinois",0.136,0.002,1702210,25229,12559451,59590,504
"2016","17","IL","Illinois",0.13,0.002,1620974,25350,12502043,60977,386
"2017","17","IL","Illinois",0.125,0.002,1568670,25413,12503704,63044,535
"2018","17","IL","Illinois",0.121,0.002,1509348,23376,12447296,65063,493
"2019","17","IL","Illinois",0.114,0.002,1415838,25501,12373216,69212,579
"2020","17","IL","Illinois",0.11,0.002,1351159,27395,12284107,71243,616
"2021","17","IL","Illinois",0.121,0.002,1493042,27907,12380609,72215,570
"1989","18","IN","Indiana",0.103,0.0045,560095,26639,,27769,1173
"1993","18","IN","Indiana",0.119,0.009,679988,50038,,31055,1249
"1995","18","IN","Indiana",0.098,0.0055,571135,30874,,34368,1548
"1996","18","IN","Indiana",0.093,0.009,543118,50988,,35502,1884
"1997","18","IN","Indiana",0.099,0.009,583055,53012,,37909,1719
"1998","18","IN","Indiana",0.1,0.009,588765,53040,5905936,39719,1749
"1999","18","IN","Indiana",0.087,0.009,517883,54892,5965230,40654,1354
"2000","18","IN","Indiana",0.088,0.006,529323,35824,5997637,41511,1716
"2001","18","IN","Indiana",0.09,0.006,543742,36556,6028841,42073,1428
"2002","18","IN","Indiana",0.096,0.0065,585247,40302,6081423,41973,1635
"2003","18","IN","Indiana",0.1,0.0065,609645,39237,6111108,43323,1352
"2004","18","IN","Indiana",0.111,0.008,683371,51238,6151698,43217,1379
"2005","18","IN","Indiana",0.122,0.0025,736632,16363,6059456,44051,482
"2006","18","IN","Indiana",0.125,0.0025,768642,15770,6125594,45414,409
"2007","18","IN","Indiana",0.123,0.002,755245,14372,6145054,47422,371
"2008","18","IN","Indiana",0.129,0.0025,799567,15747,6175905,48010,530
"2009","18","IN","Indiana",0.144,0.003,895619,17335,6228213,45427,444
"2010","18","IN","Indiana",0.153,0.003,960402,17907,6294427,44616,438
"2011","18","IN","Indiana",0.158,0.003,1001053,17994,6318952,46410,446
"2012","18","IN","Indiana",0.155,0.002,984948,15431,6342403,46954,414
"2013","18","IN","Indiana",0.158,0.003,1008411,17777,6367955,47508,506
"2014","18","IN","Indiana",0.152,0.003,968437,17639,6391497,49384,478
"2015","18","IN","Indiana",0.144,0.003,924428,17947,6417433,50510,384
"2016","18","IN","Indiana",0.14,0.003,899168,17478,6432851,52289,367
"2017","18","IN","Indiana",0.133,0.003,860753,18850,6463664,54134,641
"2018","18","IN","Indiana",0.13,0.003,844165,17506,6489270,55725,515
"2019","18","IN","Indiana",0.119,0.003,773367,17785,6517459,57617,670
"2020","18","IN","Indiana",0.116,0.003,760167,20991,6554301,60794,697
"2021","18","IN","Indiana",0.121,0.003,799733,17305,6608456,62723,708
"1989","19","IA","Iowa",0.104,0.005,283815,13277,,26169,1155
"1993","19","IA","Iowa",0.111,0.009,312380,24874,,28867,1199
"1995","19","IA","Iowa",0.098,0.0055,276364,15714,,33436,1589
"1996","19","IA","Iowa",0.095,0.009,269368,24799,,33721,1895
"1997","19","IA","Iowa",0.099,0.0095,280797,26313,,35427,1746
"1998","19","IA","Iowa",0.095,0.009,270604,26496,2845329,38159,1796
"1999","19","IA","Iowa",0.085,0.009,243340,25212,2865354,39537,1483
"2000","19","IA","Iowa",0.083,0.006,237684,16610,2864222,40443,1789
"2001","19","IA","Iowa",0.082,0.006,236115,16812,2868973,41216,1446
"2002","19","IA","Iowa",0.091,0.0065,262013,18891,2886448,41052,1712
"2003","19","IA","Iowa",0.091,0.0065,263817,18937,2892343,42278,1456
"2004","19","IA","Iowa",0.105,0.0085,304598,24294,2905637,42865,1535
"2005","19","IA","Iowa",0.108,0.003,308713,8040,2853598,43610,497
"2006","19","IA","Iowa",0.11,0.003,315973,7966,2878433,44560,501
"2007","19","IA","Iowa",0.11,0.003,316303,8932,2881771,47324,553
"2008","19","IA","Iowa",0.114,0.003,331057,8976,2899767,49007,627
"2009","19","IA","Iowa",0.118,0.003,342309,9123,2905377,48065,417
"2010","19","IA","Iowa",0.125,0.003,368965,10178,2950202,48031,610
"2011","19","IA","Iowa",0.127,0.003,376300,9068,2963596,49545,663
"2012","19","IA","Iowa",0.127,0.003,377110,9482,2974222,50997,424
"2013","19","IA","Iowa",0.126,0.003,377037,9721,2991661,52286,522
"2014","19","IA","Iowa",0.123,0.003,368678,10125,3004852,53816,729
"2015","19","IA","Iowa",0.121,0.003,366453,9629,3021824,54843,763
"2016","19","IA","Iowa",0.117,0.003,354429,9205,3031272,56354,677
"2017","19","IA","Iowa",0.108,0.003,328629,8913,3044666,58706,817
"2018","19","IA","Iowa",0.112,0.003,342574,9672,3055988,60071,844
"2019","19","IA","Iowa",0.11,0.004,337156,11623,3058870,61807,738
"2020","19","IA","Iowa",0.102,0.004,313752,11546,3066586,62362,1072
"2021","19","IA","Iowa",0.11,0.004,340626,11253,3100336,65645,769
"1989","20","KS","Kansas",0.108,0.005,262486,11113,,26924,1114
"1993","20","KS","Kansas",0.122,0.009,308253,21903,,29544,1183
"1995","20","KS","Kansas",0.11,0.0055,280971,13897,,32114,1473
"1996","20","KS","Kansas",0.108,0.009,277256,22615,,33610,1866
