12,097,Osceola County,FL,107728,47959,3424037,477769,28058084,-81146851
12,099,Palm Beach County,FL,863518,461665,5268925,912181,26641412,-80437015
12,101,Pasco County,FL,281131,148965,1929532,318640,28300958,-82438570
12,103,Pinellas County,FL,851659,458341,725604,848475,27902616,-82738949
12,105,Polk County,FL,405382,186225,4856063,350330,27959784,-81700070
12,107,Putnam County,FL,65070,31840,1870428,272077,29605267,-81740382
12,109,St. Johns County,FL,83829,40712,1577425,550185,29907781,-81406762
12,111,St. Lucie County,FL,150171,73843,1482752,299508,27378077,-80444473
12,113,Santa Rosa County,FL,81608,32831,2630973,361281,30696031,-87016380
12,115,Sarasota County,FL,277776,157055,1480842,397610,27194506,-82369354
12,117,Seminole County,FL,287529,117845,798295,94985,28708658,-81227100
12,119,Sumter County,FL,31577,15298,1413303,89812,28708136,-82079177
12,121,Suwannee County,FL,26780,11699,1781094,11028,30186710,-82993463
12,123,Taylor County,FL,17111,7908,2698645,492359,30018776,-83615892
12,125,Union County,FL,10252,2975,622373,24408,30042652,-82374033
12,127,Volusia County,FL,370712,180972,2864221,845978,29067589,-81138499
12,129,Wakulla County,FL,14202,6587,1571339,334337,30152673,-84381252
12,131,Walton County,FL,27760,18728,2739369,467383,30614519,-86170814
12,133,Washington County,FL,16919,7703,1501888,93125,30613161,-85670694
13,001,Appling County,GA,15744,6629,1317727,8739,31753389,-82285580
13,003,Atkinson County,GA,6213,2449,875686,15590,31294857,-82874736
13,005,Bacon County,GA,9566,3859,738084,2510,31556775,-82451152
13,007,Baker County,GA,3615,1499,889006,15408,31330837,-84454013
13,009,Baldwin County,GA,39530,14200,669494,23374,33071932,-83250851
13,011,Banks County,GA,10308,4193,605242,518,34352696,-83500539
13,013,Barrow County,GA,29721,11812,420150,1630,33993471,-83711811
13,015,Bartow County,GA,55911,21757,1191071,27682,34238402,-84839182
13,017,Ben Hill County,GA,16245,6875,652254,5713,31759395,-83219755
13,019,Berrien County,GA,14153,5858,1171931,13786,31274242,-83231790
13,021,Bibb County,GA,149967,61462,647503,13391,32804510,-83699153
