"year","fips_state","state_code","state_name","poverty_rate","poverty_rate_moe","poverty_count","poverty_count_moe","poverty_universe","median_hh_income","median_hh_income_moe"
"2007","33","NH","New Hampshire",7.3,0.4,93005,4800,1274807,62048,992
"2008","33","NH","New Hampshire",7.8,0.4,99939,5419,1277395,63235,1422
"2009","33","NH","New Hampshire",8.6,0.4,110769,5484,1284592,60734,1137
"2010","33","NH","New Hampshire",8.6,0.4,110096,5548,1276605,60917,971
"2011","33","NH","New Hampshire",9,0.4,114906,5567,1279113,62436,1198
"2012","33","NH","New Hampshire",9.7,0.5,123773,6279,1280031,63157,1276
"2013","33","NH","New Hampshire",9,0.5,115146,6207,1281175,64064,1195
"2014","33","NH","New Hampshire",9.2,0.4,117822,5212,1287504,66469,1153
"2015","33","NH","New Hampshire",8.4,0.5,108293,6293,1288048,70003,1166
"2016","33","NH","New Hampshire",7.6,0.4,97753,5746,1292241,70986,1271
"2017","33","NH","New Hampshire",7.7,0.4,100550,5275,1298883,73638,1465
"2018","33","NH","New Hampshire",7.6,0.3,100076,4499,1312009,75322,1390
"1989","34","NJ","New Jersey",8,0.65,615386,50159,,38123,1189
"1993","34","NJ","New Jersey",10,0.8,790745,61301,,41089,1281
"1995","34","NJ","New Jersey",8.7,0.55,699733,46000,,44345,1634
"1996","34","NJ","New Jersey",9,0.7,726513,59298,,46872,1932
"1997","34","NJ","New Jersey",9.3,0.75,749198,62378,,47903,1779
"1998","34","NJ","New Jersey",8.8,0.8,717408,63066,8148286,49615,1870
"1999","34","NJ","New Jersey",8.1,0.7,672744,60151,8309078,51426,1584
"2000","34","NJ","New Jersey",7.8,0.55,647694,45951,8348253,52990,2034
"2001","34","NJ","New Jersey",7.8,0.55,658754,45544,8404647,54506,1737
"2002","34","NJ","New Jersey",8.3,0.6,707808,51203,8493934,54932,1873
"2003","34","NJ","New Jersey",8.9,0.6,758459,51038,8547233,56356,1677
"2004","34","NJ","New Jersey",8.4,0.75,717238,63516,8567558,57338,1781
"2005","34","NJ","New Jersey",8.7,0.25,738104,20326,8500248,61694,504
"2006","34","NJ","New Jersey",8.7,0.2,740721,16851,8540398,64549,619
"2007","34","NJ","New Jersey",8.5,0.2,725723,16750,8505938,67142,553
"2008","34","NJ","New Jersey",8.7,0.2,740069,17638,8504301,70347,509
"2009","34","NJ","New Jersey",9.4,0.25,798258,19420,8531186,68444,628
"2010","34","NJ","New Jersey",10.2,0.2,883643,18603,8626505,67719,708
"2011","34","NJ","New Jersey",10.4,0.2,897916,18157,8646604,67574,689
"2012","34","NJ","New Jersey",10.7,0.2,934277,16087,8691686,69705,685
"2013","34","NJ","New Jersey",11.4,0.2,995390,19811,8720993,70224,535
"2014","34","NJ","New Jersey",11.1,0.2,972441,18189,8762155,71968,432
"2015","34","NJ","New Jersey",10.8,0.2,945989,19568,8781579,72337,601
"2016","34","NJ","New Jersey",10.4,0.2,915390,20284,8769466,76212,682
"2017","34","NJ","New Jersey",10,0.2,882132,19724,8831188,80106,655
"2018","34","NJ","New Jersey",9.5,0.2,831386,19269,8739317,81777,672
"1989","35","NM","New Mexico",19,0.8,286150,11897,,23570,1074
"1993","35","NM","New Mexico",21.6,1.1,359490,17975,,26802,1194
"1995","35","NM","New Mexico",20.2,1.05,346994,18594,,27929,1322
"1996","35","NM","New Mexico",20.6,1.2,355969,21120,,27014,1688
"1997","35","NM","New Mexico",19.3,1.15,333913,19902,,30836,1493
"1998","35","NM","New Mexico",19,1.2,330325,20548,1736437,31445,1619
"1999","35","NM","New Mexico",18.2,1.1,326223,20106,1793162,32671,1355
"2000","35","NM","New Mexico",17.3,0.85,309103,15567,1791548,34487,1854
"2001","35","NM","New Mexico",18,0.8,326653,14781,1812669,33733,1435
"2002","35","NM","New Mexico",17.7,0.85,327444,15730,1847779,34827,1722
"2003","35","NM","New Mexico",17.7,0.85,330759,15985,1871181,35091,1451
"2004","35","NM","New Mexico",16.7,1.05,316088,19188,1897265,37838,1601
"2005","35","NM","New Mexico",18.4,0.45,345231,8116,1878470,37603,688
"2006","35","NM","New Mexico",18.3,0.4,350120,8054,1912304,40610,661
"2007","35","NM","New Mexico",17.9,0.45,344060,8977,1925456,41509,640
"2008","35","NM","New Mexico",17,0.4,329857,8339,1941423,43719,871
"2009","35","NM","New Mexico",18.2,0.55,359030,10968,1968129,42830,920
"2010","35","NM","New Mexico",19.8,0.6,400779,11403,2024711,42186,681
"2011","35","NM","New Mexico",20.9,0.5,427340,10459,2042517,42097,757
"2012","35","NM","New Mexico",20.6,0.5,421123,9294,2044796,42828,843
"2013","35","NM","New Mexico",21.4,0.5,437923,10196,2045405,44026,892
"2014","35","NM","New Mexico",20.6,0.5,420388,10617,2045506,44905,805
"2015","35","NM","New Mexico",19.8,0.5,405364,10470,2044455,45524,839
"2016","35","NM","New Mexico",19.1,0.5,390461,10384,2039432,46844,794
"2017","35","NM","New Mexico",19,0.5,388790,10758,2044204,47086,1112
"2018","35","NM","New Mexico",18.8,0.5,386739,10818,2051723,47405,868
"1989","36","NY","New York",12.3,0.7,2181807,127417,,31229,885
"1993","36","NY","New York",16.3,0.85,2960110,149340,,32654,938
"1995","36","NY","New York",15.8,0.85,2846213,151152,,33805,1023
"1996","36","NY","New York",16.3,0.75,2945668,134349,,35696,1170
"1997","36","NY","New York",15.6,0.8,2814460,137671,,36369,1170
"1998","36","NY","New York",15.4,0.8,2794560,141913,18111072,38290,1306
"1999","36","NY","New York",13.7,0.65,2566936,127271,18679270,41047,1139
"2000","36","NY","New York",13.2,0.6,2466704,106008,18687015,41763,1394
"2001","36","NY","New York",13.7,0.55,2563440,102451,18725476,43149,1219
"2002","36","NY","New York",13.9,0.55,2611154,106322,18836410,42765,1318
"2003","36","NY","New York",14.3,0.6,2700431,108472,18852353,44139,1297
"2004","36","NY","New York",14.5,0.7,2741524,131645,18906581,45343,1211
"2005","36","NY","New York",13.9,0.2,2584485,35004,18589160,49365,412
"2006","36","NY","New York",14.2,0.15,2670773,28483,18770144,51340,253
"2007","36","NY","New York",13.8,0.15,2584756,30664,18775321,53448,345
"2008","36","NY","New York",13.7,0.2,2595816,30979,18964468,55980,377
"2009","36","NY","New York",14.2,0.15,2708119,33616,19014189,54554,391
"2010","36","NY","New York",15,0.2,2840564,34555,18879724,54047,370
"2011","36","NY","New York",16.1,0.2,3043461,32092,18953964,55147,393
"2012","36","NY","New York",15.9,0.2,3040207,30899,19064060,56357,368
"2013","36","NY","New York",16,0.2,3068230,33843,19133973,57255,427
"2014","36","NY","New York",16,0.2,3082613,36246,19228484,58771,390
"2015","36","NY","New York",15.5,0.2,2985604,34185,19283863,60805,305
"2016","36","NY","New York",14.8,0.2,2843954,31733,19230203,62700,619
"2017","36","NY","New York",14.1,0.2,2735578,35560,19337642,64783,500
"2018","36","NY","New York",13.7,0.2,2603303,34151,19037616,67648,627
"1989","37","NC","North Carolina",12.9,0.6,836793,38830,,26247,895
"1993","37","NC","North Carolina",14.1,0.8,987481,58388,,28792,987
"1995","37","NC","North Carolina",13.1,0.45,945803,31717,,31987,1334
"1996","37","NC","North Carolina",12.8,0.8,940388,59307,,34487,1655
"1997","37","NC","North Carolina",12.6,0.9,940547,64755,,35320,1463
"1998","37","NC","North Carolina",13,0.85,978106,66678,7552005,35982,1478
"1999","37","NC","North Carolina",12.3,0.85,967370,67295,7884491,37563,1182
"2000","37","NC","North Carolina",11.7,0.6,934374,48037,8007626,38889,1603
"2001","37","NC","North Carolina",11.9,0.6,964661,48519,8100875,39072,1326
"2002","37","NC","North Carolina",12.9,0.75,1058423,60118,8230139,38194,1628
"2003","37","NC","North Carolina",13.4,0.75,1118214,62722,8337231,39438,1464
"2004","37","NC","North Carolina",13.8,0.85,1173969,69964,8482242,40863,1338
"2005","37","NC","North Carolina",14.9,0.25,1247292,20314,8381053,40781,315
"2006","37","NC","North Carolina",14.6,0.25,1256624,19693,8591270,42721,427
"2007","37","NC","North Carolina",14.3,0.2,1256867,20484,8793210,44772,423
"2008","37","NC","North Carolina",14.6,0.25,1301882,22831,8947509,46574,418
"2009","37","NC","North Carolina",16.2,0.25,1475063,21900,9095863,43754,370
"2010","37","NC","North Carolina",17.4,0.2,1618597,22337,9304575,43417,364
"2011","37","NC","North Carolina",17.8,0.3,1673627,24716,9406123,44028,506
"2012","37","NC","North Carolina",18,0.3,1706255,25047,9498969,45195,386
"2013","37","NC","North Carolina",17.8,0.2,1711331,23648,9588243,45946,419
"2014","37","NC","North Carolina",17.2,0.2,1663954,23389,9691813,46596,377
"2015","37","NC","North Carolina",16.4,0.2,1607249,22787,9790028,47884,514
"2016","37","NC","North Carolina",15.4,0.2,1523034,24213,9885985,50595,290
"2017","37","NC","North Carolina",14.7,0.3,1468032,25159,10009026,52797,502
"2018","37","NC","North Carolina",14.1,0.3,1422154,25520,10100381,53922,564
"1989","38","ND","North Dakota",12.6,0.5,78654,3041,,23910,1138
"1993","38","ND","North Dakota",12.5,1,79170,6182,,27329,1232
"1995","38","ND","North Dakota",11.9,1,75379,6518,,29321,1488
"1996","38","ND","North Dakota",11.5,1,72664,6447,,30798,1834
"1997","38","ND","North Dakota",12.5,1.1,78461,6819,,31764,1619
"1998","38","ND","North Dakota",12.9,1.05,80381,6714,624343,32430,1801
"1999","38","ND","North Dakota",11.6,0.95,73107,6033,628000,34206,1393
"2000","38","ND","North Dakota",10.4,0.7,64809,4429,621472,35636,1746
"2001","38","ND","North Dakota",11.4,0.8,70488,4749,618676,36177,1440
"2002","38","ND","North Dakota",11.1,0.75,68625,4871,620704,36223,1689
"2003","38","ND","North Dakota",10.5,0.8,65063,5093,620602,38223,1601
"2004","38","ND","North Dakota",10.8,0.95,67625,6042,623501,39233,1466
"2005","38","ND","North Dakota",11.6,0.45,70588,2829,607255,40818,655
"2006","38","ND","North Dakota",11.7,0.45,71059,2801,605871,41852,865
"2007","38","ND","North Dakota",11.8,0.5,72242,3084,612570,43936,1022
"2008","38","ND","North Dakota",11.5,0.5,70654,3202,615392,45996,925
"2009","38","ND","North Dakota",11.7,0.55,72911,3401,620797,47898,887
"2010","38","ND","North Dakota",12.5,0.5,81176,3523,651420,48878,1189
"2011","38","ND","North Dakota",12,0.5,79124,3450,660484,52135,1103
"2012","38","ND","North Dakota",11.2,0.5,75251,3195,674845,54579,1306
"2013","38","ND","North Dakota",11.6,0.5,81055,3606,698176,56800,1303
"2014","38","ND","North Dakota",11.1,0.6,79203,4039,712526,60227,1441
"2015","38","ND","North Dakota",10.7,0.5,78613,4003,731319,61674,1506
"2016","38","ND","North Dakota",10.5,0.6,76951,4373,731713,61898,1400
"2017","38","ND","North Dakota",10.2,0.5,74057,3808,729303,62400,1008
"2018","38","ND","North Dakota",10.6,0.6,77959,4282,736622,65250,1883
"1989","39","OH","Ohio",12.1,0.6,1299615,68054,,28626,926
"1993","39","OH","Ohio",13.7,0.8,1515147,90561,,30896,971
"1995","39","OH","Ohio",11.3,0.55,1259806,61771,,33958,1253
"1996","39","OH","Ohio",11.7,0.7,1307399,80956,,34198,1391
"1997","39","OH","Ohio",11,0.75,1223791,78944,,36029,1298
"1998","39","OH","Ohio",10.7,0.75,1202277,81747,11195534,38726,1402
"1999","39","OH","Ohio",11,0.8,1224362,87678,11152802,39707,1122
"2000","39","OH","Ohio",9.8,0.55,1088381,61826,11144967,42054,1581
"2001","39","OH","Ohio",10.3,0.55,1144638,61892,11167021,41780,1243
"2002","39","OH","Ohio",10.2,0.6,1147950,67728,11219466,42246,1482
"2003","39","OH","Ohio",10.7,0.6,1196943,66732,11231817,43119,1254
"2004","39","OH","Ohio",11.7,0.75,1313682,83790,11249853,43371,1243
"2005","39","OH","Ohio",13,0.2,1442421,23814,11117482,43547,333
"2006","39","OH","Ohio",13.2,0.25,1475788,25271,11156061,44609,346
"2007","39","OH","Ohio",13.1,0.2,1458625,21937,11151371,46645,301
"2008","39","OH","Ohio",13.3,0.2,1489314,22393,11172159,48011,316
"2009","39","OH","Ohio",15.1,0.25,1699288,25372,11225160,45467,346
"2010","39","OH","Ohio",15.8,0.2,1771404,24764,11224913,45151,291
"2011","39","OH","Ohio",16.3,0.2,1836098,24833,11234064,45803,316
"2012","39","OH","Ohio",16.2,0.2,1818886,21530,11227437,46873,291
"2013","39","OH","Ohio",15.9,0.2,1793523,26235,11248737,48138,402
"2014","39","OH","Ohio",15.8,0.2,1778288,22560,11276366,49349,358
"2015","39","OH","Ohio",14.8,0.2,1670487,24032,11295380,51086,233
"2016","39","OH","Ohio",14.5,0.2,1639636,25459,11287358,52357,274
"2017","39","OH","Ohio",13.9,0.2,1575401,24120,11330717,54077,407
"2018","39","OH","Ohio",13.8,0.2,1568586,26277,11362293,56155,420
"1989","40","OK","Oklahoma",16,0.5,495882,15816,,23162,1196
"1993","40","OK","Oklahoma",18.3,0.9,592274,29850,,25791,1253
"1995","40","OK","Oklahoma",18.2,0.7,594263,23488,,26495,1435
"1996","40","OK","Oklahoma",17.1,0.95,561382,31672,,27648,1635
"1997","40","OK","Oklahoma",16.3,1.05,536804,34154,,30002,1680
"1998","40","OK","Oklahoma",16.1,1,533108,33228,3321130,32373,1765
"1999","40","OK","Oklahoma",13.9,0.95,469218,32558,3367317,33005,1301
"2000","40","OK","Oklahoma",13.8,0.65,467081,23279,3372484,33417,1694
"2001","40","OK","Oklahoma",14.4,0.7,487631,22686,3387529,34912,1448
"2002","40","OK","Oklahoma",14.5,0.75,498685,25779,3428096,35313,1728
"2003","40","OK","Oklahoma",14.7,0.75,503702,27215,3438050,35634,1411
"2004","40","OK","Oklahoma",14,1.05,484620,36716,3456061,37109,1602
"2005","40","OK","Oklahoma",16.4,0.35,562026,11474,3420658,37020,537
"2006","40","OK","Oklahoma",16.7,0.35,576689,11425,3461959,38753,607
"2007","40","OK","Oklahoma",15.8,0.3,552915,10964,3498301,41551,387
"2008","40","OK","Oklahoma",15.7,0.35,554237,12351,3523893,42836,690
"2009","40","OK","Oklahoma",16.1,0.35,575711,12544,3565485,41716,486
"2010","40","OK","Oklahoma",16.8,0.3,613067,11605,3646869,42076,396
"2011","40","OK","Oklahoma",17.3,0.3,636083,12530,3678912,43232,585
"2012","40","OK","Oklahoma",17.2,0.3,636134,10481,3699655,44336,453
"2013","40","OK","Oklahoma",16.7,0.3,624209,11164,3735214,45724,523
"2014","40","OK","Oklahoma",16.6,0.3,623162,11178,3759494,47524,447
"2015","40","OK","Oklahoma",16,0.3,608507,11308,3795734,48595,508
"2016","40","OK","Oklahoma",16.1,0.3,615050,11183,3809426,49204,610
"2017","40","OK","Oklahoma",15.8,0.3,600911,11320,3815034,50051,564
"2018","40","OK","Oklahoma",15.5,0.3,593936,12437,3825031,51914,446
"1989","41","OR","Oregon",12.5,0.45,353222,12427,,27795,1158
"1993","41","OR","Oregon",13.2,0.95,406722,29095,,30608,1240
"1995","41","OR","Oregon",12.5,0.55,399899,17132,,34533,1625
"1996","41","OR","Oregon",12.3,0.95,398220,30542,,35144,1952
"1997","41","OR","Oregon",11.6,1,379506,31360,,37284,1760
"1998","41","OR","Oregon",12.1,1,400952,33190,3314203,38773,1786
"1999","41","OR","Oregon",11.3,0.85,379250,30044,3369775,40033,1356
"2000","41","OR","Oregon",10.6,0.6,361280,21060,3414375,41662,1806
"2001","41","OR","Oregon",11.1,0.6,382706,21584,3449223,41752,1401
"2002","41","OR","Oregon",11.3,0.7,396157,24521,3510161,41796,1690
"2003","41","OR","Oregon",12,0.7,423253,25270,3535766,42593,1401
"2004","41","OR","Oregon",12.9,0.9,462212,33404,3583504,42568,1446
"2005","41","OR","Oregon",14.1,0.35,497318,11998,3538451,43065,551
"2006","41","OR","Oregon",13.4,0.35,487358,11444,3626932,46228,482
"2007","41","OR","Oregon",13,0.35,476647,12403,3670528,48735,640
"2008","41","OR","Oregon",13.5,0.3,501475,12298,3716663,50165,514
"2009","41","OR","Oregon",14.3,0.35,536813,12999,3748545,48325,595
"2010","41","OR","Oregon",15.8,0.3,596649,12488,3765930,46536,518
"2011","41","OR","Oregon",17.3,0.4,655245,14669,3794233,46876,676
"2012","41","OR","Oregon",17,0.4,651302,15503,3826419,49090,758
"2013","41","OR","Oregon",16.5,0.4,637505,15259,3852906,50228,520
"2014","41","OR","Oregon",16.4,0.4,637156,15795,3893489,51088,481
"2015","41","OR","Oregon",15.2,0.4,601626,15078,3952049,54074,874
"2016","41","OR","Oregon",13.4,0.3,538169,13681,4016515,57379,819
"2017","41","OR","Oregon",13.2,0.3,534846,13721,4064453,60123,767
"2018","41","OR","Oregon",12.5,0.3,516014,14067,4113121,63168,999
"1989","42","PA","Pennsylvania",10.4,0.6,1223609,69099,,28825,936
"1993","42","PA","Pennsylvania",12.9,0.8,1546672,95288,,31044,1005
"1995","42","PA","Pennsylvania",11.4,0.5,1360793,60411,,34437,1206
"1996","42","PA","Pennsylvania",11.5,0.7,1371267,85975,,35109,1357
"1997","42","PA","Pennsylvania",10.9,0.75,1297614,88360,,37267,1304
"1998","42","PA","Pennsylvania",10.7,0.75,1277442,87727,11913867,39116,1349
"1999","42","PA","Pennsylvania",10,0.75,1207202,86743,12035937,38918,1213
"2000","42","PA","Pennsylvania",9.5,0.55,1135928,67323,12008589,41419,1542
"2001","42","PA","Pennsylvania",10,0.55,1205942,66393,12036010,42288,1363
"2002","42","PA","Pennsylvania",10,0.6,1210508,73216,12109550,42043,1454
"2003","42","PA","Pennsylvania",10.6,0.55,1279408,69715,12125878,42952,1247
"2004","42","PA","Pennsylvania",11.2,0.7,1361724,83018,12150103,43714,1292
"2005","42","PA","Pennsylvania",11.9,0.2,1416884,22703,11936227,44545,382
"2006","42","PA","Pennsylvania",12,0.2,1442858,20972,12015269,46256,286
"2007","42","PA","Pennsylvania",11.6,0.2,1392872,24047,11998845,48562,294
"2008","42","PA","Pennsylvania",12.1,0.2,1454240,22222,12011910,50702,259
"2009","42","PA","Pennsylvania",12.5,0.2,1517347,22522,12165864,49501,284
"2010","42","PA","Pennsylvania",13.4,0.2,1645097,21759,12298952,49245,421
"2011","42","PA","Pennsylvania",13.7,0.2,1690003,24940,12328587,50221,289
"2012","42","PA","Pennsylvania",13.7,0.2,1688364,22706,12353852,51225,263
"2013","42","PA","Pennsylvania",13.7,0.2,1687854,27322,12353267,52005,254
"2014","42","PA","Pennsylvania",13.6,0.2,1679008,22684,12371337,53224,414
"2015","42","PA","Pennsylvania",13.1,0.2,1624991,24091,12385763,55683,374
"2016","42","PA","Pennsylvania",12.9,0.2,1589584,23718,12368248,56897,357
"2017","42","PA","Pennsylvania",12.5,0.2,1548557,23848,12398116,59165,437
"2018","42","PA","Pennsylvania",12.2,0.2,1517936,23386,12393999,60891,314
"1989","44","RI","Rhode Island",9.5,0.5,93348,5118,,30983,1239
"1993","44","RI","Rhode Island",12.4,0.9,122487,8911,,33201,1242
"1995","44","RI","Rhode Island",11.6,0.6,113471,5548,,34611,1634
"1996","44","RI","Rhode Island",11.8,0.95,114894,9292,,36402,2065
"1997","44","RI","Rhode Island",11.2,0.95,108836,9515,,36699,1799
"1998","44","RI","Rhode Island",10.6,0.95,103831,9099,977299,39907,1911
"1999","44","RI","Rhode Island",10.8,0.95,110366,9554,1025155,40965,1431
"2000","44","RI","Rhode Island",10.2,0.65,106378,6652,1038550,42305,1745
"2001","44","RI","Rhode Island",10.2,0.65,107109,6883,1047773,43884,1507
"2002","44","RI","Rhode Island",11,0.7,116138,7507,1058817,43115,1708
"2003","44","RI","Rhode Island",11.3,0.7,119483,7424,1059434,45006,1467
"2004","44","RI","Rhode Island",11.6,0.85,122520,8914,1055640,47037,1485
"2005","44","RI","Rhode Island",11.9,0.5,122481,4803,1029260,50415,1105
"2006","44","RI","Rhode Island",11.5,0.45,117585,4476,1026112,51324,963
"2007","44","RI","Rhode Island",11.9,0.5,121172,4864,1018742,52755,1123
"2008","44","RI","Rhode Island",12.1,0.55,122173,5207,1012987,54562,1531
"2009","44","RI","Rhode Island",12,0.55,122379,5477,1015672,53243,1215
"2010","44","RI","Rhode Island",14.1,0.6,143132,5657,1012202,52053,1021
"2011","44","RI","Rhode Island",14.7,0.5,148079,5363,1009929,53152,1349
"2012","44","RI","Rhode Island",14.2,0.5,143625,5552,1010452,54002,1404
"2013","44","RI","Rhode Island",14.7,0.6,148275,5955,1010806,55015,1537
"2014","44","RI","Rhode Island",14.8,0.5,149825,5579,1015656,54797,1274
"2015","44","RI","Rhode Island",14.1,0.6,143724,6018,1016344,57265,1904
"2016","44","RI","Rhode Island",13.3,0.6,134683,5790,1015893,60046,1389
"2017","44","RI","Rhode Island",12.3,0.6,125208,6252,1018560,62923,1574
"2018","44","RI","Rhode Island",12.8,0.6,130538,5987,1016444,63787,1700
"1989","45","SC","South Carolina",15.3,0.5,523312,17507,,24814,1147
"1993","45","SC","South Carolina",16.6,1,601427,35154,,27962,1209
"1995","45","SC","South Carolina",15.7,0.6,575268,22346,,30060,1520
"1996","45","SC","South Carolina",15.2,1,570423,36519,,32728,2043
"1997","45","SC","South Carolina",14.9,1.05,569045,38455,,33325,1714
"1998","45","SC","South Carolina",14.3,0.95,550127,37373,3856258,33465,1788
"1999","45","SC","South Carolina",13.2,0.95,518145,36509,3912764,35515,1426
"2000","45","SC","South Carolina",12.8,0.65,504961,25861,3956695,37283,1808
"2001","45","SC","South Carolina",13.8,0.7,550775,26769,3989359,36953,1501
"2002","45","SC","South Carolina",14,0.7,567660,29482,4053339,37442,1737
"2003","45","SC","South Carolina",13.8,0.7,566769,29562,4100512,38003,1477
"2004","45","SC","South Carolina",15,0.95,622083,37980,4158089,39454,1500
"2005","45","SC","South Carolina",15.6,0.3,641485,12516,4101208,39477,580
"2006","45","SC","South Carolina",15.7,0.3,657405,13080,4182861,41204,420
"2007","45","SC","South Carolina",15.1,0.35,646061,13967,4270132,43508,607
"2008","45","SC","South Carolina",15.7,0.35,680134,14995,4339428,44695,618
"2009","45","SC","South Carolina",17.1,0.35,753286,15113,4416869,42580,546
"2010","45","SC","South Carolina",18.1,0.3,813939,15581,4493882,42117,415
"2011","45","SC","South Carolina",18.8,0.4,852999,16218,4538319,42477,544
"2012","45","SC","South Carolina",18.3,0.3,837327,15903,4585462,43290,637
"2013","45","SC","South Carolina",18.5,0.3,858553,16105,4631792,44310,641
"2014","45","SC","South Carolina",17.9,0.3,838065,15442,4691566,45337,498
"2015","45","SC","South Carolina",16.8,0.4,796609,17127,4750107,47308,540
"2016","45","SC","South Carolina",15.3,0.3,739574,16497,4820435,49587,590
"2017","45","SC","South Carolina",15.4,0.3,750359,15003,4882684,50675,524
"2018","45","SC","South Carolina",15.2,0.3,750582,16621,4944734,52449,621
"1989","46","SD","South Dakota",14.8,0.8,100950,5547,,22186,1143
"1993","46","SD","South Dakota",14.3,1,102485,7284,,26819,1235
"1995","46","SD","South Dakota",13.7,1.05,99759,7744,,29426,1501
"1996","46","SD","South Dakota",13,1.05,93834,7718,,29810,1752
"1997","46","SD","South Dakota",14,1.2,100537,8678,,31354,1702
"1998","46","SD","South Dakota",13,1.1,94379,8275,725671,33267,1680
"1999","46","SD","South Dakota",11.7,1.1,86134,8105,736193,35007,1357
"2000","46","SD","South Dakota",11.4,0.7,84282,5304,738424,36146,1700
"2001","46","SD","South Dakota",11.7,0.8,86306,5986,739557,37096,1572
"2002","46","SD","South Dakota",12.4,0.8,92341,5809,746352,36966,1692
"2003","46","SD","South Dakota",12.3,0.8,92587,6090,751187,38008,1489
"2004","46","SD","South Dakota",12.9,0.95,97653,7285,755821,39265,1512
"2005","46","SD","South Dakota",13.6,0.45,100756,3524,742534,40096,791
"2006","46","SD","South Dakota",13.6,0.5,102589,3578,753216,42432,859
"2007","46","SD","South Dakota",13.2,0.4,101420,3425,768497,43507,846
"2008","46","SD","South Dakota",12.7,0.5,98248,4002,774726,46244,1080
"2009","46","SD","South Dakota",14.2,0.6,110863,4606,782694,45048,1030
"2010","46","SD","South Dakota",14.6,0.6,114798,4550,788210,45861,1005
"2011","46","SD","South Dakota",14.1,0.5,112258,4114,794847,48188,1293
"2012","46","SD","South Dakota",13.6,0.5,109661,3952,804310,48439,893
"2013","46","SD","South Dakota",14,0.6,114291,4643,815064,49200,1005
"2014","46","SD","South Dakota",14.1,0.5,115906,4386,824377,51059,948
"2015","46","SD","South Dakota",13.5,0.6,111697,4908,829616,53263,1034
"2016","46","SD","South Dakota",12.9,0.6,107953,4688,837301,54926,1178
"2017","46","SD","South Dakota",12.8,0.5,107522,4288,838947,56871,1197
"2018","46","SD","South Dakota",12.9,0.5,109814,4480,852354,57041,1330
"1989","47","TN","Tennessee",15.6,0.55,750651,25991,,23898,1132
"1993","47","TN","Tennessee",17.8,1.1,917466,55647,,26990,1186
"1995","47","TN","Tennessee",14.7,0.8,773751,41845,,30016,1464
"1996","47","TN","Tennessee",14.8,1,791285,54064,,31097,1773
"1997","47","TN","Tennessee",13.6,1.05,734108,57428,,32047,1631
"1998","47","TN","Tennessee",13.1,1,715433,54030,5462020,34188,1677
"1999","47","TN","Tennessee",12.8,0.9,715198,50167,5595525,35624,1344
"2000","47","TN","Tennessee",12.6,0.65,709555,37192,5618923,35760,1790
"2001","47","TN","Tennessee",13.2,0.65,748650,37666,5662243,36629,1418
"2002","47","TN","Tennessee",13.6,0.75,779650,42677,5728477,37129,1696
"2003","47","TN","Tennessee",13.5,0.75,782883,42434,5782939,37925,1411
"2004","47","TN","Tennessee",15,1,876763,60218,5850424,38945,1408
"2005","47","TN","Tennessee",15.6,0.3,904143,18290,5787430,38947,464
"2006","47","TN","Tennessee",16.1,0.3,947105,17050,5877769,40368,413
"2007","47","TN","Tennessee",15.8,0.3,945263,18669,5996929,42389,340
"2008","47","TN","Tennessee",15.5,0.3,939056,18700,6057641,43610,420
"2009","47","TN","Tennessee",17.2,0.3,1055635,18276,6141371,41715,429
"2010","47","TN","Tennessee",17.8,0.3,1102643,19845,6195138,41461,393
"2011","47","TN","Tennessee",18.4,0.3,1148161,20350,6246368,41691,415
"2012","47","TN","Tennessee",18,0.3,1135205,19183,6295985,42743,561
"2013","47","TN","Tennessee",17.8,0.3,1128618,19462,6335301,44268,492
"2014","47","TN","Tennessee",18.2,0.3,1165245,20009,6386629,44357,547
"2015","47","TN","Tennessee",16.7,0.3,1077866,20200,6440331,47243,483
"2016","47","TN","Tennessee",15.8,0.3,1023825,18195,6489044,48506,656
"2017","47","TN","Tennessee",15,0.3,980394,18532,6555396,51319,405
"2018","47","TN","Tennessee",15.2,0.3,1003055,20169,6603092,52366,482
"1989","48","TX","Texas",17.7,0.7,2981312,117503,,26134,869
"1993","48","TX","Texas",19.6,0.9,3594462,170096,,28803,962
"1995","48","TX","Texas",18.5,0.8,3500326,152913,,31488,1084
"1996","48","TX","Texas",17.5,0.8,3360806,162397,,32773,1213
"1997","48","TX","Texas",16.7,0.8,3259559,159852,,34478,1222
"1998","48","TX","Texas",15.6,0.8,3102571,158681,19908844,35449,1235
"1999","48","TX","Texas",15.1,0.75,3071343,150740,20389994,38092,1154
"2000","48","TX","Texas",14.6,0.6,3041115,127006,20833277,39090,1328
"2001","48","TX","Texas",15,0.6,3181404,125436,21182372,40152,1230
"2002","48","TX","Texas",15.4,0.65,3341247,134848,21629776,40063,1290
"2003","48","TX","Texas",16.2,0.6,3563162,137951,21969138,39967,1186
"2004","48","TX","Texas",16.2,0.75,3610126,157968,22349572,41645,1167
"2005","48","TX","Texas",17.5,0.2,3886632,44077,22190324,42165,245
"2006","48","TX","Texas",16.9,0.15,3862741,38953,22887432,44943,284
"2007","48","TX","Texas",16.3,0.15,3787071,37672,23284184,47563,304
"2008","48","TX","Texas",15.8,0.15,3755944,38992,23727841,50049,220
"2009","48","TX","Texas",17.1,0.15,4143077,42942,24176217,48286,242
"2010","48","TX","Texas",17.9,0.2,4411273,41443,24652964,48622,341
