"year","fips_state","state_code","state_name","population"
1970,"01","AL","Alabama",3444354
1971,"01","AL","Alabama",3497076
1972,"01","AL","Alabama",3539400
1973,"01","AL","Alabama",3579780
1974,"01","AL","Alabama",3626499
1975,"01","AL","Alabama",3678814
1976,"01","AL","Alabama",3735139
1977,"01","AL","Alabama",3780403
1978,"01","AL","Alabama",3831836
1979,"01","AL","Alabama",3866248
1980,"01","AL","Alabama",3893888
1981,"01","AL","Alabama",3918531
1982,"01","AL","Alabama",3925266
1983,"01","AL","Alabama",3934102
1984,"01","AL","Alabama",3951820
1985,"01","AL","Alabama",3972523
1986,"01","AL","Alabama",3991569
1987,"01","AL","Alabama",4015264
1988,"01","AL","Alabama",4023844
1989,"01","AL","Alabama",4030222
1990,"01","AL","Alabama",4050055
1991,"01","AL","Alabama",4099156
1992,"01","AL","Alabama",4154014
1993,"01","AL","Alabama",4214202
1994,"01","AL","Alabama",4260229
1995,"01","AL","Alabama",4296800
1996,"01","AL","Alabama",4331102
1997,"01","AL","Alabama",4367935
1998,"01","AL","Alabama",4404701
1999,"01","AL","Alabama",4430141
2000,"01","AL","Alabama",4452173
2001,"01","AL","Alabama",4467634
2002,"01","AL","Alabama",4480089
2003,"01","AL","Alabama",4503491
2004,"01","AL","Alabama",4530729
2005,"01","AL","Alabama",4569805
2006,"01","AL","Alabama",4628981
2007,"01","AL","Alabama",4672840
2008,"01","AL","Alabama",4718206
2009,"01","AL","Alabama",4757938
2010,"01","AL","Alabama",4785437
2011,"01","AL","Alabama",4799069
2012,"01","AL","Alabama",4815588
2013,"01","AL","Alabama",4830081
2014,"01","AL","Alabama",4841799
2015,"01","AL","Alabama",4852347
2016,"01","AL","Alabama",4863525
2017,"01","AL","Alabama",4874486
2018,"01","AL","Alabama",4887681
2019,"01","AL","Alabama",4903185
2020,"01","AL","Alabama",5031362
2021,"01","AL","Alabama",5049846
2022,"01","AL","Alabama",5074296
1970,"02","AK","Alaska",302583
1971,"02","AK","Alaska",315510
1972,"02","AK","Alaska",324464
1973,"02","AK","Alaska",330543
1974,"02","AK","Alaska",341063
1975,"02","AK","Alaska",376170
1976,"02","AK","Alaska",400969
1977,"02","AK","Alaska",403436
1978,"02","AK","Alaska",404766
1979,"02","AK","Alaska",402753
1980,"02","AK","Alaska",401851
1981,"02","AK","Alaska",418491
1982,"02","AK","Alaska",449606
1983,"02","AK","Alaska",488417
1984,"02","AK","Alaska",513702
1985,"02","AK","Alaska",532495
1986,"02","AK","Alaska",544268
1987,"02","AK","Alaska",539309
1988,"02","AK","Alaska",541983
1989,"02","AK","Alaska",547159
1990,"02","AK","Alaska",553290
1991,"02","AK","Alaska",570193
1992,"02","AK","Alaska",588736
1993,"02","AK","Alaska",599432
1994,"02","AK","Alaska",603308
1995,"02","AK","Alaska",604412
1996,"02","AK","Alaska",608569
1997,"02","AK","Alaska",612968
1998,"02","AK","Alaska",619932
1999,"02","AK","Alaska",624779
2000,"02","AK","Alaska",627963
2001,"02","AK","Alaska",633714
2002,"02","AK","Alaska",642337
2003,"02","AK","Alaska",648414
2004,"02","AK","Alaska",659286
2005,"02","AK","Alaska",666946
2006,"02","AK","Alaska",675302
2007,"02","AK","Alaska",680300
2008,"02","AK","Alaska",687455
2009,"02","AK","Alaska",698895
2010,"02","AK","Alaska",713910
2011,"02","AK","Alaska",722128
2012,"02","AK","Alaska",730443
2013,"02","AK","Alaska",737068
2014,"02","AK","Alaska",736283
2015,"02","AK","Alaska",737498
2016,"02","AK","Alaska",741456
2017,"02","AK","Alaska",739700
2018,"02","AK","Alaska",735139
2019,"02","AK","Alaska",731545
2020,"02","AK","Alaska",732923
2021,"02","AK","Alaska",734182
2022,"02","AK","Alaska",733583
1970,"04","AZ","Arizona",1775399
1971,"04","AZ","Arizona",1895814
1972,"04","AZ","Arizona",2008291
1973,"04","AZ","Arizona",2124438
1974,"04","AZ","Arizona",2223196
1975,"04","AZ","Arizona",2284847
1976,"04","AZ","Arizona",2346157
1977,"04","AZ","Arizona",2425197
1978,"04","AZ","Arizona",2515316
1979,"04","AZ","Arizona",2635571
1980,"04","AZ","Arizona",2718215
1981,"04","AZ","Arizona",2810107
1982,"04","AZ","Arizona",2889861
1983,"04","AZ","Arizona",2968925
1984,"04","AZ","Arizona",3067135
1985,"04","AZ","Arizona",3183538
1986,"04","AZ","Arizona",3308262
1987,"04","AZ","Arizona",3437103
1988,"04","AZ","Arizona",3535183
1989,"04","AZ","Arizona",3622185
1990,"04","AZ","Arizona",3684097
1991,"04","AZ","Arizona",3788576
1992,"04","AZ","Arizona",3915740
1993,"04","AZ","Arizona",4065440
1994,"04","AZ","Arizona",4245089
1995,"04","AZ","Arizona",4432499
1996,"04","AZ","Arizona",4586940
1997,"04","AZ","Arizona",4736990
1998,"04","AZ","Arizona",4883342
1999,"04","AZ","Arizona",5023823
2000,"04","AZ","Arizona",5160586
2001,"04","AZ","Arizona",5273477
2002,"04","AZ","Arizona",5396255
2003,"04","AZ","Arizona",5510364
2004,"04","AZ","Arizona",5652404
2005,"04","AZ","Arizona",5839077
2006,"04","AZ","Arizona",6029141
2007,"04","AZ","Arizona",6167681
2008,"04","AZ","Arizona",6280362
2009,"04","AZ","Arizona",6343154
2010,"04","AZ","Arizona",6407172
2011,"04","AZ","Arizona",6472643
2012,"04","AZ","Arizona",6554978
2013,"04","AZ","Arizona",6632764
2014,"04","AZ","Arizona",6730413
2015,"04","AZ","Arizona",6829676
2016,"04","AZ","Arizona",6941072
2017,"04","AZ","Arizona",7044008
2018,"04","AZ","Arizona",7158024
2019,"04","AZ","Arizona",7278717
2020,"04","AZ","Arizona",7179943
2021,"04","AZ","Arizona",7264877
2022,"04","AZ","Arizona",7359197
1970,"05","AR","Arkansas",1923322
1971,"05","AR","Arkansas",1972312
1972,"05","AR","Arkansas",2018638
1973,"05","AR","Arkansas",2059256
1974,"05","AR","Arkansas",2101403
1975,"05","AR","Arkansas",2159526
1976,"05","AR","Arkansas",2170161
1977,"05","AR","Arkansas",2209010
1978,"05","AR","Arkansas",2243127
1979,"05","AR","Arkansas",2271333
1980,"05","AR","Arkansas",2286435
1981,"05","AR","Arkansas",2293201
1982,"05","AR","Arkansas",2294257
1983,"05","AR","Arkansas",2305761
1984,"05","AR","Arkansas",2319768
1985,"05","AR","Arkansas",2327046
1986,"05","AR","Arkansas",2331984
1987,"05","AR","Arkansas",2342355
1988,"05","AR","Arkansas",2342656
1989,"05","AR","Arkansas",2346358
1990,"05","AR","Arkansas",2356586
1991,"05","AR","Arkansas",2383144
1992,"05","AR","Arkansas",2415984
1993,"05","AR","Arkansas",2456303
1994,"05","AR","Arkansas",2494019
1995,"05","AR","Arkansas",2535399
1996,"05","AR","Arkansas",2572109
1997,"05","AR","Arkansas",2601090
1998,"05","AR","Arkansas",2626289
1999,"05","AR","Arkansas",2651860
2000,"05","AR","Arkansas",2678588
2001,"05","AR","Arkansas",2691571
2002,"05","AR","Arkansas",2705927
2003,"05","AR","Arkansas",2724816
2004,"05","AR","Arkansas",2749686
2005,"05","AR","Arkansas",2781097
2006,"05","AR","Arkansas",2821761
2007,"05","AR","Arkansas",2848650
2008,"05","AR","Arkansas",2874554
2009,"05","AR","Arkansas",2896843
2010,"05","AR","Arkansas",2921964
2011,"05","AR","Arkansas",2940667
2012,"05","AR","Arkansas",2952164
2013,"05","AR","Arkansas",2959400
2014,"05","AR","Arkansas",2967392
2015,"05","AR","Arkansas",2978048
2016,"05","AR","Arkansas",2989918
2017,"05","AR","Arkansas",3001345
2018,"05","AR","Arkansas",3009733
2019,"05","AR","Arkansas",3017804
2020,"05","AR","Arkansas",3014195
2021,"05","AR","Arkansas",3028122
2022,"05","AR","Arkansas",3045637
1970,"06","CA","California",19971069
1971,"06","CA","California",20345939
1972,"06","CA","California",20585469
1973,"06","CA","California",20868728
1974,"06","CA","California",21173865
1975,"06","CA","California",21537849
1976,"06","CA","California",21935909
1977,"06","CA","California",22352396
1978,"06","CA","California",22835958
1979,"06","CA","California",23256880
1980,"06","CA","California",23667902
1981,"06","CA","California",24285933
1982,"06","CA","California",24820009
1983,"06","CA","California",25360026
1984,"06","CA","California",25844393
1985,"06","CA","California",26441109
1986,"06","CA","California",27102237
1987,"06","CA","California",27777158
1988,"06","CA","California",28464249
1989,"06","CA","California",29218164
1990,"06","CA","California",29959515
1991,"06","CA","California",30470736
1992,"06","CA","California",30974659
1993,"06","CA","California",31274928
1994,"06","CA","California",31484435
1995,"06","CA","California",31696582
1996,"06","CA","California",32018834
1997,"06","CA","California",32486010
1998,"06","CA","California",32987675
1999,"06","CA","California",33499204
2000,"06","CA","California",33987977
2001,"06","CA","California",34479458
2002,"06","CA","California",34871843
2003,"06","CA","California",35253159
2004,"06","CA","California",35574576
2005,"06","CA","California",35827943
2006,"06","CA","California",36021202
2007,"06","CA","California",36250311
2008,"06","CA","California",36604337
2009,"06","CA","California",36961229
2010,"06","CA","California",37319502
2011,"06","CA","California",37638369
2012,"06","CA","California",37948800
2013,"06","CA","California",38260787
2014,"06","CA","California",38596972
2015,"06","CA","California",38918045
2016,"06","CA","California",39167117
2017,"06","CA","California",39358497
2018,"06","CA","California",39461588
2019,"06","CA","California",39512223
2020,"06","CA","California",39501653
2021,"06","CA","California",39142991
2022,"06","CA","California",39029342
1970,"08","CO","Colorado",2209596
1971,"08","CO","Colorado",2303524
1972,"08","CO","Colorado",2404619
1973,"08","CO","Colorado",2495868
1974,"08","CO","Colorado",2541406
1975,"08","CO","Colorado",2586192
1976,"08","CO","Colorado",2632306
1977,"08","CO","Colorado",2696140
1978,"08","CO","Colorado",2766748
1979,"08","CO","Colorado",2849234
1980,"08","CO","Colorado",2889964
1981,"08","CO","Colorado",2977898
1982,"08","CO","Colorado",3061564
1983,"08","CO","Colorado",3133630
1984,"08","CO","Colorado",3169992
1985,"08","CO","Colorado",3208723
1986,"08","CO","Colorado",3237450
1987,"08","CO","Colorado",3260480
1988,"08","CO","Colorado",3262281
1989,"08","CO","Colorado",3275818
1990,"08","CO","Colorado",3307618
1991,"08","CO","Colorado",3387119
1992,"08","CO","Colorado",3495939
1993,"08","CO","Colorado",3613734
1994,"08","CO","Colorado",3724168
1995,"08","CO","Colorado",3826653
1996,"08","CO","Colorado",3919972
1997,"08","CO","Colorado",4018293
1998,"08","CO","Colorado",4116639
1999,"08","CO","Colorado",4226018
2000,"08","CO","Colorado",4326921
2001,"08","CO","Colorado",4425687
2002,"08","CO","Colorado",4490406
2003,"08","CO","Colorado",4528732
2004,"08","CO","Colorado",4575013
2005,"08","CO","Colorado",4631888
2006,"08","CO","Colorado",4720423
2007,"08","CO","Colorado",4803868
2008,"08","CO","Colorado",4889730
2009,"08","CO","Colorado",4972195
2010,"08","CO","Colorado",5047349
2011,"08","CO","Colorado",5121108
2012,"08","CO","Colorado",5192647
2013,"08","CO","Colorado",5269035
2014,"08","CO","Colorado",5350101
2015,"08","CO","Colorado",5450623
2016,"08","CO","Colorado",5539215
2017,"08","CO","Colorado",5611885
2018,"08","CO","Colorado",5691287
2019,"08","CO","Colorado",5758736
2020,"08","CO","Colorado",5784865
2021,"08","CO","Colorado",5811297
2022,"08","CO","Colorado",5839926
1970,"09","CT","Connecticut",3032217
1971,"09","CT","Connecticut",3060938
1972,"09","CT","Connecticut",3068699
1973,"09","CT","Connecticut",3067814
1974,"09","CT","Connecticut",3074047
1975,"09","CT","Connecticut",3082500
1976,"09","CT","Connecticut",3083335
1977,"09","CT","Connecticut",3085722
1978,"09","CT","Connecticut",3091627
1979,"09","CT","Connecticut",3095917
1980,"09","CT","Connecticut",3107576
1981,"09","CT","Connecticut",3128836
1982,"09","CT","Connecticut",3139013
1983,"09","CT","Connecticut",3162354
1984,"09","CT","Connecticut",3180014
1985,"09","CT","Connecticut",3201131
1986,"09","CT","Connecticut",3223740
1987,"09","CT","Connecticut",3247291
1988,"09","CT","Connecticut",3271953
1989,"09","CT","Connecticut",3283403
1990,"09","CT","Connecticut",3291967
1991,"09","CT","Connecticut",3302895
1992,"09","CT","Connecticut",3300712
1993,"09","CT","Connecticut",3309175
1994,"09","CT","Connecticut",3316121
1995,"09","CT","Connecticut",3324144
1996,"09","CT","Connecticut",3336685
1997,"09","CT","Connecticut",3349348
1998,"09","CT","Connecticut",3365352
1999,"09","CT","Connecticut",3386401
2000,"09","CT","Connecticut",3411777
2001,"09","CT","Connecticut",3432835
2002,"09","CT","Connecticut",3458749
2003,"09","CT","Connecticut",3484336
2004,"09","CT","Connecticut",3496094
2005,"09","CT","Connecticut",3506956
2006,"09","CT","Connecticut",3517460
2007,"09","CT","Connecticut",3527270
2008,"09","CT","Connecticut",3545579
2009,"09","CT","Connecticut",3561807
2010,"09","CT","Connecticut",3579114
2011,"09","CT","Connecticut",3588283
2012,"09","CT","Connecticut",3594547
2013,"09","CT","Connecticut",3594841
2014,"09","CT","Connecticut",3594524
2015,"09","CT","Connecticut",3587122
2016,"09","CT","Connecticut",3578141
2017,"09","CT","Connecticut",3573297
2018,"09","CT","Connecticut",3571520
2019,"09","CT","Connecticut",3565287
2020,"09","CT","Connecticut",3597362
2021,"09","CT","Connecticut",3623355
2022,"09","CT","Connecticut",3626205
1970,"10","DE","Delaware",548104
1971,"10","DE","Delaware",564708
1972,"10","DE","Delaware",572913
1973,"10","DE","Delaware",577759
1974,"10","DE","Delaware",581418
1975,"10","DE","Delaware",586589
1976,"10","DE","Delaware",590166
1977,"10","DE","Delaware",591829
1978,"10","DE","Delaware",594776
1979,"10","DE","Delaware",594984
1980,"10","DE","Delaware",594338
1981,"10","DE","Delaware",595975
1982,"10","DE","Delaware",599148
1983,"10","DE","Delaware",605458
1984,"10","DE","Delaware",611565
1985,"10","DE","Delaware",618280
1986,"10","DE","Delaware",627559
1987,"10","DE","Delaware",636947
1988,"10","DE","Delaware",647622
1989,"10","DE","Delaware",658273
1990,"10","DE","Delaware",669567
1991,"10","DE","Delaware",683080
1992,"10","DE","Delaware",694925
1993,"10","DE","Delaware",706378
1994,"10","DE","Delaware",717545
1995,"10","DE","Delaware",729734
1996,"10","DE","Delaware",740977
1997,"10","DE","Delaware",751487
1998,"10","DE","Delaware",763335
1999,"10","DE","Delaware",774990
2000,"10","DE","Delaware",786373
2001,"10","DE","Delaware",795699
2002,"10","DE","Delaware",806169
2003,"10","DE","Delaware",818003
2004,"10","DE","Delaware",830803
2005,"10","DE","Delaware",845150
2006,"10","DE","Delaware",859268
2007,"10","DE","Delaware",871749
2008,"10","DE","Delaware",883874
2009,"10","DE","Delaware",891730
2010,"10","DE","Delaware",899593
2011,"10","DE","Delaware",907381
2012,"10","DE","Delaware",915179
2013,"10","DE","Delaware",923576
2014,"10","DE","Delaware",932487
2015,"10","DE","Delaware",941252
2016,"10","DE","Delaware",948921
2017,"10","DE","Delaware",956823
2018,"10","DE","Delaware",965479
2019,"10","DE","Delaware",973764
2020,"10","DE","Delaware",992114
2021,"10","DE","Delaware",1004807
2022,"10","DE","Delaware",1018396
1970,"11","DC","District of Columbia",756668
1971,"11","DC","District of Columbia",749781
1972,"11","DC","District of Columbia",742241
1973,"11","DC","District of Columbia",731488
1974,"11","DC","District of Columbia",717947
1975,"11","DC","District of Columbia",706871
1976,"11","DC","District of Columbia",692295
1977,"11","DC","District of Columbia",677228
1978,"11","DC","District of Columbia",665052
1979,"11","DC","District of Columbia",650016
1980,"11","DC","District of Columbia",638333
1981,"11","DC","District of Columbia",636893
1982,"11","DC","District of Columbia",634174
1983,"11","DC","District of Columbia",632433
1984,"11","DC","District of Columbia",633382
1985,"11","DC","District of Columbia",634549
1986,"11","DC","District of Columbia",638269
1987,"11","DC","District of Columbia",636930
1988,"11","DC","District of Columbia",630432
1989,"11","DC","District of Columbia",624168
1990,"11","DC","District of Columbia",605321
1991,"11","DC","District of Columbia",600870
1992,"11","DC","District of Columbia",597565
1993,"11","DC","District of Columbia",595301
1994,"11","DC","District of Columbia",589239
1995,"11","DC","District of Columbia",580517
1996,"11","DC","District of Columbia",572377
1997,"11","DC","District of Columbia",567736
1998,"11","DC","District of Columbia",565230
1999,"11","DC","District of Columbia",570213
2000,"11","DC","District of Columbia",572046
2001,"11","DC","District of Columbia",574504
2002,"11","DC","District of Columbia",573158
2003,"11","DC","District of Columbia",568502
2004,"11","DC","District of Columbia",567754
2005,"11","DC","District of Columbia",567136
2006,"11","DC","District of Columbia",570681
2007,"11","DC","District of Columbia",574404
2008,"11","DC","District of Columbia",580236
2009,"11","DC","District of Columbia",592228
2010,"11","DC","District of Columbia",605226
2011,"11","DC","District of Columbia",619800
2012,"11","DC","District of Columbia",634924
2013,"11","DC","District of Columbia",650581
2014,"11","DC","District of Columbia",662328
2015,"11","DC","District of Columbia",675400
2016,"11","DC","District of Columbia",685815
2017,"11","DC","District of Columbia",694906
2018,"11","DC","District of Columbia",701547
2019,"11","DC","District of Columbia",705749
2020,"11","DC","District of Columbia",670868
2021,"11","DC","District of Columbia",668791
2022,"11","DC","District of Columbia",671803
1970,"12","FL","Florida",6791418
1971,"12","FL","Florida",7158304
1972,"12","FL","Florida",7511463
1973,"12","FL","Florida",7913696
1974,"12","FL","Florida",8298762
1975,"12","FL","Florida",8518422
1976,"12","FL","Florida",8667379
1977,"12","FL","Florida",8856183
1978,"12","FL","Florida",9102032
1979,"12","FL","Florida",9426159
1980,"12","FL","Florida",9746324
1981,"12","FL","Florida",10192774
1982,"12","FL","Florida",10471407
1983,"12","FL","Florida",10749851
1984,"12","FL","Florida",11039925
1985,"12","FL","Florida",11351118
1986,"12","FL","Florida",11667505
1987,"12","FL","Florida",11997283
1988,"12","FL","Florida",12306395
1989,"12","FL","Florida",12637715
1990,"12","FL","Florida",13033307
1991,"12","FL","Florida",13369798
1992,"12","FL","Florida",13650553
1993,"12","FL","Florida",13927185
1994,"12","FL","Florida",14239444
1995,"12","FL","Florida",14537875
1996,"12","FL","Florida",14853360
1997,"12","FL","Florida",15186304
1998,"12","FL","Florida",15486559
1999,"12","FL","Florida",15759421
2000,"12","FL","Florida",16047515
2001,"12","FL","Florida",16356966
2002,"12","FL","Florida",16689370
2003,"12","FL","Florida",17004085
2004,"12","FL","Florida",17415318
2005,"12","FL","Florida",17842038
2006,"12","FL","Florida",18166990
2007,"12","FL","Florida",18367842
2008,"12","FL","Florida",18527305
2009,"12","FL","Florida",18652644
2010,"12","FL","Florida",18845537
2011,"12","FL","Florida",19053237
2012,"12","FL","Florida",19297822
2013,"12","FL","Florida",19545621
2014,"12","FL","Florida",19845911
2015,"12","FL","Florida",20209042
2016,"12","FL","Florida",20613477
2017,"12","FL","Florida",20963613
2018,"12","FL","Florida",21244317
2019,"12","FL","Florida",21477737
2020,"12","FL","Florida",21589602
2021,"12","FL","Florida",21828069
2022,"12","FL","Florida",22244823
1970,"13","GA","Georgia",4587930
1971,"13","GA","Georgia",4711550
1972,"13","GA","Georgia",4809490
1973,"13","GA","Georgia",4910374
1974,"13","GA","Georgia",4999419
1975,"13","GA","Georgia",5064075
1976,"13","GA","Georgia",5132812
1977,"13","GA","Georgia",5219697
1978,"13","GA","Georgia",5295751
1979,"13","GA","Georgia",5401384
1980,"13","GA","Georgia",5463105
1981,"13","GA","Georgia",5568345
1982,"13","GA","Georgia",5649792
1983,"13","GA","Georgia",5728250
1984,"13","GA","Georgia",5834954
1985,"13","GA","Georgia",5962661
1986,"13","GA","Georgia",6084666
1987,"13","GA","Georgia",6208467
1988,"13","GA","Georgia",6316142
1989,"13","GA","Georgia",6411099
1990,"13","GA","Georgia",6512602
1991,"13","GA","Georgia",6653005
1992,"13","GA","Georgia",6817203
1993,"13","GA","Georgia",6978240
1994,"13","GA","Georgia",7157165
1995,"13","GA","Georgia",7328413
1996,"13","GA","Georgia",7501069
1997,"13","GA","Georgia",7685099
1998,"13","GA","Georgia",7863536
1999,"13","GA","Georgia",8045965
2000,"13","GA","Georgia",8227303
2001,"13","GA","Georgia",8377038
2002,"13","GA","Georgia",8508256
2003,"13","GA","Georgia",8622793
2004,"13","GA","Georgia",8769252
2005,"13","GA","Georgia",8925922
2006,"13","GA","Georgia",9155813
2007,"13","GA","Georgia",9349988
2008,"13","GA","Georgia",9504843
2009,"13","GA","Georgia",9620846
2010,"13","GA","Georgia",9711881
2011,"13","GA","Georgia",9802431
2012,"13","GA","Georgia",9901430
2013,"13","GA","Georgia",9972479
2014,"13","GA","Georgia",10067278
2015,"13","GA","Georgia",10178447
2016,"13","GA","Georgia",10301890
2017,"13","GA","Georgia",10410330
2018,"13","GA","Georgia",10511131
2019,"13","GA","Georgia",10617423
2020,"13","GA","Georgia",10729828
2021,"13","GA","Georgia",10788029
2022,"13","GA","Georgia",10912876
1970,"15","HI","Hawaii",769913
1971,"15","HI","Hawaii",801644
1972,"15","HI","Hawaii",828331
1973,"15","HI","Hawaii",851595
1974,"15","HI","Hawaii",867978
1975,"15","HI","Hawaii",886160
1976,"15","HI","Hawaii",904191
1977,"15","HI","Hawaii",918259
1978,"15","HI","Hawaii",931584
1979,"15","HI","Hawaii",953306
1980,"15","HI","Hawaii",964691
1981,"15","HI","Hawaii",978195
1982,"15","HI","Hawaii",993780
1983,"15","HI","Hawaii",1012717
1984,"15","HI","Hawaii",1027922
1985,"15","HI","Hawaii",1039698
1986,"15","HI","Hawaii",1051762
1987,"15","HI","Hawaii",1067918
1988,"15","HI","Hawaii",1079828
1989,"15","HI","Hawaii",1094588
1990,"15","HI","Hawaii",1113491
1991,"15","HI","Hawaii",1136754
1992,"15","HI","Hawaii",1158613
1993,"15","HI","Hawaii",1172838
1994,"15","HI","Hawaii",1187536
1995,"15","HI","Hawaii",1196854
1996,"15","HI","Hawaii",1203755
1997,"15","HI","Hawaii",1211640
1998,"15","HI","Hawaii",1215233
1999,"15","HI","Hawaii",1210300
2000,"15","HI","Hawaii",1213519
2001,"15","HI","Hawaii",1225948
2002,"15","HI","Hawaii",1239613
2003,"15","HI","Hawaii",1251154
2004,"15","HI","Hawaii",1273569
2005,"15","HI","Hawaii",1292729
2006,"15","HI","Hawaii",1309731
2007,"15","HI","Hawaii",1315675
2008,"15","HI","Hawaii",1332213
2009,"15","HI","Hawaii",1346717
2010,"15","HI","Hawaii",1363963
2011,"15","HI","Hawaii",1379329
2012,"15","HI","Hawaii",1394804
2013,"15","HI","Hawaii",1408243
2014,"15","HI","Hawaii",1414538
2015,"15","HI","Hawaii",1422052
2016,"15","HI","Hawaii",1427559
2017,"15","HI","Hawaii",1424393
2018,"15","HI","Hawaii",1420593
2019,"15","HI","Hawaii",1415872
2020,"15","HI","Hawaii",1451043
2021,"15","HI","Hawaii",1447154
2022,"15","HI","Hawaii",1440196
1970,"16","ID","Idaho",713015
1971,"16","ID","Idaho",738753
1972,"16","ID","Idaho",763237
1973,"16","ID","Idaho",782074
1974,"16","ID","Idaho",807990
1975,"16","ID","Idaho",831982
1976,"16","ID","Idaho",856983
1977,"16","ID","Idaho",883469
1978,"16","ID","Idaho",910690
1979,"16","ID","Idaho",932627
1980,"16","ID","Idaho",943935
1981,"16","ID","Idaho",962204
1982,"16","ID","Idaho",973721
1983,"16","ID","Idaho",981869
1984,"16","ID","Idaho",990839
1985,"16","ID","Idaho",994051
1986,"16","ID","Idaho",990224
1987,"16","ID","Idaho",984997
1988,"16","ID","Idaho",985664
1989,"16","ID","Idaho",994416
1990,"16","ID","Idaho",1012384
1991,"16","ID","Idaho",1041316
1992,"16","ID","Idaho",1071685
1993,"16","ID","Idaho",1108768
1994,"16","ID","Idaho",1145140
1995,"16","ID","Idaho",1177322
1996,"16","ID","Idaho",1203083
1997,"16","ID","Idaho",1228520
1998,"16","ID","Idaho",1252330
1999,"16","ID","Idaho",1275674
2000,"16","ID","Idaho",1299430
2001,"16","ID","Idaho",1319962
2002,"16","ID","Idaho",1340372
2003,"16","ID","Idaho",1363380
2004,"16","ID","Idaho",1391802
2005,"16","ID","Idaho",1428241
2006,"16","ID","Idaho",1468669
2007,"16","ID","Idaho",1505105
2008,"16","ID","Idaho",1534320
2009,"16","ID","Idaho",1554439
2010,"16","ID","Idaho",1570746
2011,"16","ID","Idaho",1583910
2012,"16","ID","Idaho",1595324
2013,"16","ID","Idaho",1611206
2014,"16","ID","Idaho",1631112
2015,"16","ID","Idaho",1651059
2016,"16","ID","Idaho",1682380
2017,"16","ID","Idaho",1717715
2018,"16","ID","Idaho",1750536
2019,"16","ID","Idaho",1787065
2020,"16","ID","Idaho",1849202
2021,"16","ID","Idaho",1904314
2022,"16","ID","Idaho",1939033
1970,"17","IL","Illinois",11110285
1971,"17","IL","Illinois",11202397
1972,"17","IL","Illinois",11251948
1973,"17","IL","Illinois",11251367
1974,"17","IL","Illinois",11262145
1975,"17","IL","Illinois",11291743
1976,"17","IL","Illinois",11342853
1977,"17","IL","Illinois",11386316
1978,"17","IL","Illinois",11412561
1979,"17","IL","Illinois",11396837
1980,"17","IL","Illinois",11426518
1981,"17","IL","Illinois",11443458
1982,"17","IL","Illinois",11423412
1983,"17","IL","Illinois",11408818
1984,"17","IL","Illinois",11412132
1985,"17","IL","Illinois",11399806
1986,"17","IL","Illinois",11387257
1987,"17","IL","Illinois",11391178
1988,"17","IL","Illinois",11390183
1989,"17","IL","Illinois",11409782
1990,"17","IL","Illinois",11453316
1991,"17","IL","Illinois",11568964
1992,"17","IL","Illinois",11694184
1993,"17","IL","Illinois",11809579
1994,"17","IL","Illinois",11912585
1995,"17","IL","Illinois",12008437
1996,"17","IL","Illinois",12101997
1997,"17","IL","Illinois",12185715
1998,"17","IL","Illinois",12271847
1999,"17","IL","Illinois",12359020
2000,"17","IL","Illinois",12434161
2001,"17","IL","Illinois",12488445
2002,"17","IL","Illinois",12525556
2003,"17","IL","Illinois",12556006
2004,"17","IL","Illinois",12589773
2005,"17","IL","Illinois",12609903
2006,"17","IL","Illinois",12643955
2007,"17","IL","Illinois",12695866
2008,"17","IL","Illinois",12747038
2009,"17","IL","Illinois",12796778
2010,"17","IL","Illinois",12840503
2011,"17","IL","Illinois",12867454
2012,"17","IL","Illinois",12882510
2013,"17","IL","Illinois",12895129
2014,"17","IL","Illinois",12884493
2015,"17","IL","Illinois",12858913
2016,"17","IL","Illinois",12820527
2017,"17","IL","Illinois",12778828
2018,"17","IL","Illinois",12723071
2019,"17","IL","Illinois",12671821
2020,"17","IL","Illinois",12786580
2021,"17","IL","Illinois",12686469
2022,"17","IL","Illinois",12582032
1970,"18","IN","Indiana",5195392
1971,"18","IN","Indiana",5253396
1972,"18","IN","Indiana",5302435
1973,"18","IN","Indiana",5338277
1974,"18","IN","Indiana",5361890
1975,"18","IN","Indiana",5365766
1976,"18","IN","Indiana",5389088
1977,"18","IN","Indiana",5425638
1978,"18","IN","Indiana",5470214
1979,"18","IN","Indiana",5501174
1980,"18","IN","Indiana",5490224
1981,"18","IN","Indiana",5480435
1982,"18","IN","Indiana",5467922
1983,"18","IN","Indiana",5450395
1984,"18","IN","Indiana",5458322
1985,"18","IN","Indiana",5459211
1986,"18","IN","Indiana",5454108
1987,"18","IN","Indiana",5473012
1988,"18","IN","Indiana",5491735
1989,"18","IN","Indiana",5523693
1990,"18","IN","Indiana",5557798
1991,"18","IN","Indiana",5616388
1992,"18","IN","Indiana",5674547
1993,"18","IN","Indiana",5739019
1994,"18","IN","Indiana",5793526
1995,"18","IN","Indiana",5851459
1996,"18","IN","Indiana",5906013
1997,"18","IN","Indiana",5955267
1998,"18","IN","Indiana",5998880
1999,"18","IN","Indiana",6044969
2000,"18","IN","Indiana",6091866
2001,"18","IN","Indiana",6127760
2002,"18","IN","Indiana",6155967
2003,"18","IN","Indiana",6196638
2004,"18","IN","Indiana",6233007
2005,"18","IN","Indiana",6278616
2006,"18","IN","Indiana",6332669
2007,"18","IN","Indiana",6379599
2008,"18","IN","Indiana",6424806
